PARSEKYABLE_DES_SOURCE,ID_EXCH_SYMBOL,PRIMARY_EXCHANGE_NAME,CRNCY,ID_BB_GLOBAL,ID_SEDOL1,ID_ISIN,ID_CUSIP,PX_CLOSE,VOLUME_AVG_20D,CURRENT_MARKET_CAP_SHARE_CLASS,BICS_LEVEL_1_SECTOR_CODE,BICS_LEVEL_2_INDUSTRY_GROUP_CODE,BICS_LEVEL_3_INDUSTRY_CODE,BICS_LEVEL_4_SUB_INDUSTRY_CODE,SECURITY_TYP,,,
000839 CS Equity,000839,Shenzhen,CNY,BBG000GBLNL0,6086286,CNE000000TD0,,4.840000,35420300.000000,18971.959544,10,1010,101011,,Common Stock,,,
000848 CS Equity,000848,Shenzhen,CNY,BBG000GBPJ44,6089155,CNE000000TG3,,10.270000,10258700.000000,10049.839217,12,1210,121012,12101211,Common Stock,,,
000850 CS Equity,000850,Shenzhen,CNY,BBG000GBHZ56,6120742,CNE000000X20,,3.810000,6266755.000000,3595.363684,11,1110,111011,11101111,Common Stock,,,
000851 CS Equity,000851,Shenzhen,CNY,BBG000GBM2Q0,6113838,CNE0000009Q9,,4.980000,11559300.000000,4519.996738,11,1120,112012,,Common Stock,,,
000852 CS Equity,000852,Shenzhen,CNY,BBG000DYN861,6136385,CNE000000XK7,,7.420000,6168180.000000,4438.330060,13,1310,131015,13101511,Common Stock,,,
000856 CS Equity,000856,Shenzhen,CNY,BBG000D44SS0,6116031,CNE000000WJ1,,13.400000,9955106.000000,3041.800000,16,1612,161215,,Common Stock,,,
000858 CS Equity,000858,Shenzhen,CNY,BBG000GC3JC7,6109901,CNE000000VQ8,,75.000000,26554150.000000,291120.600375,12,1210,121012,12101210,Common Stock,,,
000859 CS Equity,000859,Shenzhen,CNY,BBG000GBHXS6,6127851,CNE000000XF7,,3.130000,3295309.000000,2314.477655,17,1710,171011,17101112,Common Stock,,,
000860 CS Equity,000860,Shenzhen,CNY,BBG000GBJ3S0,6128047,CNE000000XH3,,43.010000,16004700.000000,24541.075556,12,1210,121010,12101011,Common Stock,,,
000861 CS Equity,000861,Shenzhen,CNY,BBG000GBSM17,6121080,CNE000000X46,,2.510000,7953375.000000,5647.197317,14,1415,141512,,Common Stock,,,
000862 CS Equity,000862,Shenzhen,CNY,BBG000GC0RL2,6120184,CNE000000WZ7,,3.390000,4998753.000000,2393.743400,13,1311,131111,13111111,Common Stock,,,
000863 CS Equity,000863,Shenzhen,CNY,BBG000GBXXY1,6093059,CNE000000T00,,4.750000,2227347.000000,6513.537715,11,1112,111210,,Common Stock,,,
000868 CS Equity,000868,Shenzhen,CNY,BBG000D3G8W8,6015525,CNE000000SG5,,5.570000,52258440.000000,3874.300409,16,1614,161410,16141010,Common Stock,,,
000869 CS Equity,000869,Shenzhen,CNY,BBG000GC2BX2,6293310,CNE000001568,,41.970000,1952231.000000,19031.749776,12,1210,121012,12101210,Common Stock,,,
000875 CS Equity,000875,Shenzhen,CNY,BBG000BKHQX0,6612959,CNE000001CR4,,3.000000,10814860.000000,6438.941940,19,1910,191011,19101110,Common Stock,,,
000876 CS Equity,000876,Shenzhen,CNY,BBG000GBZ561,6037596,CNE000000VB0,,6.520000,9943065.000000,27488.417859,12,1210,121010,,Common Stock,,,
000877 CS Equity,000877,Shenzhen,CNY,BBG000DYS633,6132695,CNE000000XV4,,8.020000,18472330.000000,8410.758131,17,1711,171110,17111012,Common Stock,,,
000878 CS Equity,000878,Shenzhen,CNY,BBG000GC4TJ7,6145615,CNE000000W13,,9.760000,8641827.000000,13824.052288,17,1715,171510,17151012,Common Stock,,,
000880 CS Equity,000880,Shenzhen,CNY,BBG000GBWKZ9,6107068,CNE0000007S9,,7.960000,807602.600000,2197.759980,11,1111,111111,11111119,Common Stock,,,
000881 CS Equity,000881,Shenzhen,CNY,BBG000GBKGZ1,6120300,CNE000000842,,9.320000,3332389.000000,9838.173239,17,1710,171012,17101211,Common Stock,,,
000882 CS Equity,000882,Shenzhen,CNY,BBG000D3MCV3,6114897,CNE000000W70,,2.680000,7221532.000000,7336.103218,14,1415,141510,14151017,Common Stock,,,
000883 CS Equity,000883,Shenzhen,CNY,BBG000GBPPJ4,6112891,CNE000000750,,4.340000,5854189.000000,28242.330769,19,1910,191012,,Common Stock,,,
000885 CS Equity,000885,Shenzhen,CNY,BBG000DYNC35,6136727,CNE000000Y45,,11.450000,6259929.000000,5683.573705,17,1711,171110,17111012,Common Stock,,,
000886 CS Equity,000886,Shenzhen,CNY,BBG000GBM7J7,6093598,CNE000000V48,,4.850000,13337570.000000,4795.817255,14,1415,141510,,Common Stock,,,
000887 CS Equity,000887,Shenzhen,CNY,BBG000GBHVX4,6129084,CNE000000XP6,,14.530000,5657155.000000,17936.414580,16,1613,161311,16131112,Common Stock,,,
000888 CS Equity,000888,Shenzhen,CNY,BBG000GBLSB0,6084376,CNE000000T91,,7.940000,3448820.000000,4183.690030,11,1118,111810,11181011,Common Stock,,,
000889 CS Equity,000889,Shenzhen,CNY,BBG000GBW9P5,6085540,CNE000000TT6,,12.650000,1216860.000000,7866.108843,11,1120,112013,11201311,Common Stock,,,
000890 CS Equity,000890,Shenzhen,CNY,BBG000DYN380,6133579,CNE0000007T7,,5.280000,3796294.000000,2004.507648,17,1714,171412,17141211,Common Stock,,,
000892 CS Equity,000892,Shenzhen,CNY,BBG000DYK7F6,6133472,CNE000000XX0,,5.210000,7751628.000000,5110.908264,10,1010,101012,10101210,Common Stock,,,
000893 CS Equity,000893,Shenzhen,CNY,BBG000C4WYD3,6130901,CNE000000XS0,,3.710000,3702512.000000,2808.111139,12,1210,121010,12101014,Common Stock,,,
000895 CS Equity,000895,Shenzhen,CNY,BBG000DYKFN9,6128780,CNE000000XM3,,26.480000,6939476.000000,87372.303360,12,1210,121011,12101115,Common Stock,,,
000897 CS Equity,000897,Shenzhen,CNY,BBG000DYR180,6138842,CNE000000Y60,,2.340000,5083818.000000,3784.417028,14,1415,141510,14151014,Common Stock,,,
000898 CS Equity,000898,Shenzhen,CNY,BBG000D3G7N0,6087331,CNE000000SQ4,,6.510000,24561410.000000,40030.041084,17,1714,171412,17141210,Common Stock,,,
000899 CS Equity,000899,Shenzhen,CNY,BBG000GBQ0Z0,6083696,CNE000000TP4,,4.230000,1133270.000000,4127.116925,19,1910,191011,,Common Stock,,,
000900 CS Equity,000900,Shenzhen,CNY,BBG000DYR3M0,6134680,CNE000000925,,4.310000,7007279.000000,6541.840120,16,1615,161512,16151211,Common Stock,,,
000901 CS Equity,000901,Shenzhen,CNY,BBG000DYKBZ5,6139566,CNE000000Y86,,11.240000,12640000.000000,6903.503670,16,1610,161010,,Common Stock,,,
000902 CS Equity,000902,Shenzhen,CNY,BBG000DYK5S6,6141970,CNE000000YG3,,8.710000,5717262.000000,11362.450116,17,1710,171010,17101012,Common Stock,,,
000903 CS Equity,000903,Shenzhen,CNY,BBG000DYNB00,6142100,CNE000000YJ7,,2.900000,8360991.000000,5715.322485,16,1612,161212,16121210,Common Stock,,,
000905 CS Equity,000905,Shenzhen,CNY,BBG000DYR2N1,6143404,CNE000000YL3,,7.940000,3147894.000000,4216.140000,16,1617,161716,16171611,Common Stock,,,
000906 CS Equity,000906,Shenzhen,CNY,BBG000DYQW47,6148379,CNE000000YS8,,5.270000,2159032.000000,3560.072132,17,1714,171413,,Common Stock,,,
000908 CS Equity,000908,Shenzhen,CNY,BBG000GBPT60,6135218,CNE000000Y11,,4.410000,5943543.000000,3879.804888,15,1510,151012,15101212,Common Stock,,,
000909 CS Equity,000909,Shenzhen,CNY,BBG000DYQY89,6155012,CNE000000YN9,,7.880000,1283370.000000,2461.337416,18,1810,181011,18101112,Common Stock,,,
000910 CS Equity,000910,Shenzhen,CNY,BBG000DYN219,6148904,CNE000000YV2,,15.160000,5833927.000000,8414.709600,11,1112,111211,11121111,Common Stock,,,
000911 CS Equity,000911,Shenzhen,CNY,BBG000DYNFM7,6149587,CNE000000YX8,,5.780000,3022164.000000,1873.187816,12,1210,121010,12101014,Common Stock,,,
000912 CS Equity,000912,Shenzhen,CNY,BBG000DYQTM4,6151151,CNE000000Z02,,6.790000,0.000000,3972.150000,17,1710,171010,17101012,Common Stock,,,
000913 CS Equity,000913,Shenzhen,CNY,BBG000DYTDQ2,6147536,CNE000000YQ2,,11.100000,1593492.000000,5034.249600,11,1111,111110,11111012,Common Stock,,,
000915 CS Equity,000915,Shenzhen,CNY,BBG000DYPL79,6152251,CNE000000Z28,,18.690000,3851498.000000,4379.655455,15,1510,151012,15101212,Common Stock,,,
000917 CS Equity,000917,Shenzhen,CNY,BBG000DYMY01,6140182,CNE000000YB4,,5.710000,7736420.000000,8094.246690,10,1010,101010,10101010,Common Stock,,,
000918 CS Equity,000918,Shenzhen,CNY,BBG000DYMWR6,6161990,CNE000000ZM8,,5.020000,6984704.000000,9057.041330,11,1112,111210,,Common Stock,,,
000919 CS Equity,000919,Shenzhen,CNY,BBG000DYN610,6153522,CNE0000010W5,,7.600000,1561264.000000,3830.400000,15,1510,151013,,Common Stock,,,
000920 CS Equity,000920,Shenzhen,CNY,BBG000GBZGV9,6154257,CNE000000Z51,,6.390000,2341829.000000,2696.580000,16,1614,161411,,Common Stock,,,
000921 CS Equity,000921,Shenzhen,CNY,BBG000P685D4,6158572,CNE000000LC9,,9.290000,6506446.000000,8390.129371,11,1112,111211,11121112,Common Stock,,,
000922 CS Equity,000922,Shenzhen,CNY,BBG000DYGTF3,6154279,CNE0000007V3,,6.800000,3034693.000000,3331.274970,16,1612,161215,16121517,Common Stock,,,
000923 CS Equity,000923,Shenzhen,CNY,BBG000DYS786,6162216,CNE000000ZK2,,14.950000,2843821.000000,9758.297967,16,1612,161211,,Common Stock,,,
000925 CS Equity,000925,Shenzhen,CNY,BBG000DYTBR5,6154901,CNE000000Z93,,6.940000,5334790.000000,3817.666420,16,1618,161812,16181213,Common Stock,,,
000926 CS Equity,000926,Shenzhen,CNY,BBG000DYLRK5,6157502,CNE000000ZG0,,7.080000,9992578.000000,6814.234316,14,1415,141510,,Common Stock,,,
000927 CS Equity,000927,Shenzhen,CNY,BBG000GBZJ70,6121369,CNE000000ZV9,,3.700000,6007644.000000,5902.143874,11,1111,111110,11111010,Common Stock,,,
000928 CS Equity,000928,Shenzhen,CNY,BBG000GBS9Y0,6147592,CNE0000007W1,,5.670000,26483540.000000,7125.278881,16,1615,161511,16151111,Common Stock,,,
000929 CS Equity,000929,Shenzhen,CNY,BBG000GBSJN0,6156316,CNE000000ZD7,,7.000000,1499392.000000,1300.362000,12,1210,121012,12101210,Common Stock,,,
000930 CS Equity,000930,Shenzhen,CNY,BBG000DYGW93,6162766,CNE000000ZR7,,10.170000,18327090.000000,9808.061040,13,1311,131110,13111012,Common Stock,,,
000931 CS Equity,000931,Shenzhen,CNY,BBG000DYJ0Q1,6165505,CNE000001030,,5.400000,2734016.000000,4066.885703,15,1510,151011,,Common Stock,,,
000932 CS Equity,000932,Shenzhen,CNY,BBG000DYLT12,6165163,CNE000001006,,9.980000,84832620.000000,30096.187249,17,1714,171412,,Common Stock,,,
000933 CS Equity,000933,Shenzhen,CNY,BBG000DYKDW4,6165431,CNE000001097,,5.440000,37257810.000000,10338.720000,17,1715,171510,17151010,Common Stock,,,
000935 CS Equity,000935,Shenzhen,CNY,BBG000DYQRN7,6166843,CNE000001048,,18.010000,10272460.000000,13749.560397,17,1711,171110,17111012,Common Stock,,,
000936 CS Equity,000936,Shenzhen,CNY,BBG000DYMZV4,6166069,CNE000001063,,6.160000,8510708.000000,5457.839384,11,1110,111011,11101111,Common Stock,,,
000937 CS Equity,000937,Shenzhen,CNY,BBG000GBNDB1,6170015,CNE0000010H6,,4.260000,11101380.000000,15052.909581,13,1310,131016,13101610,Common Stock,,,
000938 CS Equity,000938,Shenzhen,CNY,BBG000GC0NC1,6172561,CNE0000010T1,,50.200000,6527078.000000,73253.066185,18,1810,181012,,Common Stock,,,
000939 CS Equity,000939,Shenzhen,CNY,BBG000GC1Z06,6167482,CNE000001089,,1.990000,157595.000000,7819.895033,13,1310,131016,13101610,Common Stock,,,
000948 CS Equity,000948,Shenzhen,CNY,BBG000GC4S09,6172033,CNE0000010M6,,10.310000,1201703.000000,2542.508334,18,1810,181014,,Common Stock,,,
000949 CS Equity,000949,Shenzhen,CNY,BBG000GC25N6,6172011,CNE0000010N4,,3.190000,2548093.000000,4011.922796,17,1710,171011,17101112,Common Stock,,,
000950 CS Equity,000950,Shenzhen,CNY,BBG000GBLKH1,6170231,CNE0000010K0,,,,,15,1511,151112,15111210,Common Stock,,,
000951 CS Equity,000951,Shenzhen,CNY,BBG000GBWJD6,6173359,CNE0000010Y1,,12.350000,5458531.000000,8287.847880,16,1614,161410,16141010,Common Stock,,,
000952 CS Equity,000952,Shenzhen,CNY,BBG000GBPM38,6172259,CNE0000010R5,,13.400000,6533700.000000,3372.853874,15,1510,151012,,Common Stock,,,
000953 CS Equity,000953,Shenzhen,CNY,BBG000GBM155,6173791,CNE000001105,,5.400000,1405694.000000,1587.920960,17,1710,171010,17101012,Common Stock,,,
000955 CS Equity,000955,Shenzhen,CNY,BBG000GBM5N6,6174192,CNE000001121,,5.350000,6103680.000000,2880.413250,11,1110,111011,11101111,Common Stock,,,
000957 CS Equity,000957,Shenzhen,CNY,BBG000DYTG30,6185718,CNE000001188,,6.960000,9536388.000000,4126.611395,16,1614,161410,16141010,Common Stock,,,
000958 CS Equity,000958,Shenzhen,CNY,BBG000GBZ375,6175537,CNE000001154,,3.710000,7182055.000000,4089.433668,19,1910,191012,19101213,Common Stock,,,
000959 CS Equity,000959,Shenzhen,CNY,BBG000GBJ2K0,6242390,CNE000001196,,4.320000,20230550.000000,22850.163072,17,1714,171412,17141210,Common Stock,,,
000960 CS Equity,000960,Shenzhen,CNY,BBG000GC4PY8,6183251,CNE0000011D3,,11.570000,16322470.000000,19307.742705,17,1715,171510,,Common Stock,,,
000961 CS Equity,000961,Shenzhen,CNY,BBG000DYK9F2,6201595,CNE0000011P7,,6.060000,29468270.000000,22481.320110,16,1615,161513,,Common Stock,,,
000962 CS Equity,000962,Shenzhen,CNY,BBG000GBSPY4,6198589,CNE0000011N2,,7.390000,5018912.000000,3257.753239,17,1715,171510,17151018,Common Stock,,,
000963 CS Equity,000963,Shenzhen,CNY,BBG000DYKJZ8,6203245,CNE0000011S1,,48.550000,8591626.000000,70794.377995,15,1510,151012,,Common Stock,,,
000965 CS Equity,000965,Shenzhen,CNY,BBG000DYQZJ4,6223618,CNE000001212,,4.440000,5162534.000000,4927.649174,14,1415,141510,,Common Stock,,,
000966 CS Equity,000966,Shenzhen,CNY,BBG000DYKN25,6214827,CNE0000011X1,,2.930000,3606814.000000,3247.272354,19,1910,191011,,Common Stock,,,
000967 CS Equity,000967,Shenzhen,CNY,BBG000DYS884,6222574,CNE0000011Z6,,8.700000,0.000000,10152.803012,16,1618,161810,,Common Stock,,,
000968 CS Equity,000968,Shenzhen,CNY,BBG000DPZTB5,6247889,CNE0000012V3,,11.460000,5091160.000000,11087.580484,13,1310,131016,13101610,Common Stock,,,
000969 CS Equity,000969,Shenzhen,CNY,BBG000DPVRY8,6248246,CNE0000012X9,,6.250000,4128353.000000,6412.550606,17,1710,171012,17101211,Common Stock,,,
000970 CS Equity,000970,Shenzhen,CNY,BBG000DYHZ13,6242442,CNE000001261,,10.160000,13747920.000000,10822.432000,17,1710,171012,17101211,Common Stock,,,
000971 CS Equity,000971,Shenzhen,CNY,BBG000DYKM54,6242646,CNE000001287,,4.020000,17463850.000000,4106.974051,18,1812,181211,18121110,Common Stock,,,
000972 CS Equity,000972,Shenzhen,CNY,BBG000DQ14H9,6246370,CNE0000012C3,,3.650000,0.000000,2815.185063,12,1210,121011,12101114,Common Stock,,,
000973 CS Equity,000973,Shenzhen,CNY,BBG000DPW9W9,6242635,CNE0000012F6,,4.190000,17512840.000000,4053.503086,17,1710,171011,17101112,Common Stock,,,
000975 CS Equity,000975,Shenzhen,CNY,BBG000DPW4V1,6240662,CNE0000012L4,,9.540000,6284125.000000,18921.378868,11,1116,111612,11161210,Common Stock,,,
000976 CS Equity,000976,Shenzhen,CNY,BBG000DPXNW7,6248622,CNE0000012S9,,5.280000,11876220.000000,8425.184043,17,1710,171011,17101112,Common Stock,,,
000977 CS Equity,000977,Shenzhen,CNY,BBG000DPY3Y8,6247726,CNE0000012M2,,27.410000,50093590.000000,35338.402007,18,1810,181013,18101312,Common Stock,,,
000978 CS Equity,000978,Shenzhen,CNY,BBG000DPXQY8,6248172,CNE0000012H2,,6.080000,1447022.000000,2189.408000,11,1117,111711,,Common Stock,,,
000979 CS Equity,000979,Shenzhen,CNY,BBG000DPVVG9,6246820,CNE0000012Y7,,1.100000,117282200.000000,9229.661319,14,1415,141510,14151014,Common Stock,,,
000980 CS Equity,000980,Shenzhen,CNY,BBG000DPXVC1,6248398,CNE000001337,,7.540000,6706915.000000,15364.501384,11,1111,111111,11111127,Common Stock,,,
000981 CS Equity,000981,Shenzhen,CNY,BBG000GBLWN8,6259185,CNE000001352,,7.500000,14310810.000000,30209.924115,14,1415,141510,,Common Stock,,,
000982 CS Equity,000982,Shenzhen,CNY,BBG000DPZ8B1,6264231,CNE0000013C1,,1.560000,8256674.000000,2815.867515,11,1110,111011,11101111,Common Stock,,,
000983 CS Equity,000983,Shenzhen,CNY,BBG000DPZS09,6281519,CNE0000013Y5,,6.900000,21659920.000000,21743.280000,13,1310,131016,13101610,Common Stock,,,
000985 CS Equity,000985,Shenzhen,CNY,BBG000DPW7V4,6277949,CNE000001402,,13.630000,642179.100000,1766.986385,17,1710,171011,17101111,Common Stock,,,
000987 CS Equity,000987,Shenzhen,CNY,BBG000DPXPM3,6270089,CNE0000013M0,,7.630000,3007934.000000,16967.826051,14,1410,141010,,Common Stock,,,
000988 CS Equity,000988,Shenzhen,CNY,BBG000DPXSL8,6248008,CNE000001303,,15.200000,12315470.000000,15283.641146,18,1810,181016,,Common Stock,,,
000989 CS Equity,000989,Shenzhen,CNY,BBG000DPXWK0,6261599,CNE000001394,,17.470000,1605856.000000,15187.618503,15,1510,151013,,Common Stock,,,
000990 CS Equity,000990,Shenzhen,CNY,BBG000DPW147,6267467,CNE0000013G2,,14.480000,1920277.000000,18143.612587,17,1710,171013,17101310,Common Stock,,,
000993 CS Equity,000993,Shenzhen,CNY,BBG000DPXJ29,6270595,CNE000001469,,5.790000,3163079.000000,2651.538924,19,1910,191011,,Common Stock,,,
000995 CS Equity,000995,Shenzhen,CNY,BBG000DPXK99,6275761,CNE000001477,,6.900000,1976437.000000,1224.115200,12,1210,121012,12101210,Common Stock,,,
000996 CS Equity,000996,Shenzhen,CNY,BBG000DPY0P4,6276946,CNE0000013R9,,10.610000,9935765.000000,3660.450000,11,1119,111911,11191110,Common Stock,,,
000997 CS Equity,000997,Shenzhen,CNY,BBG000DPXFS9,6275727,CNE0000014B1,,16.090000,7858554.000000,16263.193034,18,1810,181014,18101411,Common Stock,,,
000998 CS Equity,000998,Shenzhen,CNY,BBG000GC3KZ9,6254339,CNE000001360,,19.290000,7662691.000000,24231.995261,17,1710,171010,17101013,Common Stock,,,
000999 CS Equity,000999,Shenzhen,CNY,BBG000GBWDC0,6187446,CNE0000011K8,,27.050000,4209710.000000,26479.245000,15,1510,151012,,Common Stock,,,
001696 CS Equity,001696,Shenzhen,CNY,BBG000D3JYM9,6199849,CNE000000107,,4.940000,3118690.000000,5656.432985,11,1111,111111,11111119,Common Stock,,,
001896 CS Equity,001896,Shenzhen,CNY,BBG000GBM4W9,6086305,CNE000000TZ3,,3.660000,4184492.000000,4211.151520,19,1910,191011,19101110,Common Stock,,,
001965 CS Equity,001965,Shenzhen,CNY,BBG00JM10TT6,BFMJDQ6,CNE1000032B1,,8.410000,4804013.000000,51958.758690,16,1615,161512,16151213,Common Stock,,,
001979 CS Equity,001979,Shenzhen,CNY,BBG00BS2FZ24,BYY36X7,CNE100002FC6,,18.560000,30229950.000000,146699.960920,14,1415,141510,14151012,Common Stock,,,
002001 CS Equity,002001,Shenzhen,CNY,BBG000C29YN2,B01KBG1,CNE000001J84,,17.540000,28276990.000000,37687.536742,15,1510,151012,,Common Stock,,,
002002 CS Equity,002002,Shenzhen,CNY,BBG000BC8DD9,B01KBC7,CNE000001JF4,,3.680000,42872700.000000,9511.143017,16,1613,161311,16131110,Common Stock,,,
002003 CS Equity,002003,Shenzhen,CNY,BBG000BSF758,B01KBH2,CNE000001JH0,,8.580000,3241560.000000,6503.815272,11,1110,111010,11101017,Common Stock,,,
002004 CS Equity,002004,Shenzhen,CNY,BBG000DGZHY6,B01KB83,CNE000001JJ6,,5.440000,6106136.000000,11069.462606,15,1510,151013,,Common Stock,,,
002005 CS Equity,002005,Shenzhen,CNY,BBG000GM3BB3,B01KB94,CNE000001JK4,,3.300000,11493210.000000,5823.576000,11,1112,111211,11121112,Common Stock,,,
002006 CS Equity,002006,Shenzhen,CNY,BBG000HV42V9,B01KBF0,CNE000001JL2,,5.790000,2724017.000000,2635.376400,13,1311,131111,13111110,Common Stock,,,
002007 CS Equity,002007,Shenzhen,CNY,BBG000BPZWK0,B01KM02,CNE000001JN8,,35.660000,14502050.000000,33166.926669,15,1510,151012,,Common Stock,,,
002008 CS Equity,002008,Shenzhen,CNY,BBG000KQKG38,B01KLZ0,CNE000001JQ1,,49.980000,17003850.000000,53331.920945,16,1616,161610,16161010,Common Stock,,,
002009 CS Equity,002009,Shenzhen,CNY,BBG000MPL7X4,B01P0H0,CNE000001JR9,,12.220000,3755443.000000,4528.114083,16,1612,161213,16121310,Common Stock,,,
002010 CS Equity,002010,Shenzhen,CNY,BBG000P8F4R0,B01NVB5,CNE000001JS7,,12.030000,3658493.000000,39191.510576,17,1710,171012,17101223,Common Stock,,,
002011 CS Equity,002011,Shenzhen,CNY,BBG000PMHQ70,B01QZP6,CNE000001JT5,,6.400000,0.000000,5870.157952,16,1611,161110,16111011,Common Stock,,,
002012 CS Equity,002012,Shenzhen,CNY,BBG000BFWY94,B01R344,CNE000001JW9,,5.560000,21505460.000000,2599.997613,17,1713,171311,17131111,Common Stock,,,
002013 CS Equity,002013,Shenzhen,CNY,BBG000PTX1W4,B01QZN4,CNE000001JY5,,8.910000,23177950.000000,32152.923015,16,1610,161010,16101011,Common Stock,,,
002014 CS Equity,002014,Shenzhen,CNY,BBG000PX30Y8,B01RWP8,CNE000001JZ2,,6.770000,1090495.000000,3409.485221,17,1712,171211,17121110,Common Stock,,,
002015 CS Equity,002015,Shenzhen,CNY,BBG000PZN6P8,B01RWQ9,CNE000001K08,,5.500000,1962920.000000,2203.871038,17,1710,171011,,Common Stock,,,
002016 CS Equity,002016,Shenzhen,CNY,BBG000Q06584,B01RWM5,CNE000001K16,,13.290000,14254690.000000,10752.880949,14,1415,141510,,Common Stock,,,
002017 CS Equity,002017,Shenzhen,CNY,BBG000BBS2G0,B01TJ31,CNE000001K32,,6.440000,2299755.000000,2230.335164,18,1811,181111,18111110,Common Stock,,,
002018 CS Equity,002018,Shenzhen,CNY,BBG000Q0W898,B01TJ19,CNE000001K57,,1.390000,11229180.000000,3166.180117,13,1310,131014,13101411,Common Stock,,,
002019 CS Equity,002019,Shenzhen,CNY,BBG000Q1M3Y0,B01TJ20,CNE000001K65,,16.000000,11704090.000000,19311.593232,15,1510,151012,,Common Stock,,,
002020 CS Equity,002020,Shenzhen,CNY,BBG000Q1VZ88,B01V9S2,CNE000001K73,,12.040000,5923804.000000,8727.458880,15,1510,151013,,Common Stock,,,
002021 CS Equity,002021,Shenzhen,CNY,BBG000Q24TK6,B01V9T3,CNE000001K81,,2.860000,11316000.000000,1967.151014,16,1612,161215,16121516,Common Stock,,,
002022 CS Equity,002022,Shenzhen,CNY,BBG000Q354F4,B01Y2Z9,CNE000001KC9,,12.380000,4032678.000000,6376.680409,15,1512,151211,,Common Stock,,,
002023 CS Equity,002023,Shenzhen,CNY,BBG000Q3DXS7,B01Y301,CNE000001KD7,,14.170000,51148170.000000,10723.728513,16,1610,161010,,Common Stock,,,
002024 CS Equity,002024,Shenzhen,CNY,BBG000Q3N6C2,B01Y312,CNE000001KF2,,13.850000,50436900.000000,128944.049222,11,1120,112012,,Common Stock,,,
002025 CS Equity,002025,Shenzhen,CNY,BBG000KRTTG5,B01Z1V1,CNE000001KG0,,25.820000,4307162.000000,11076.780000,16,1611,161114,16111411,Common Stock,,,
002026 CS Equity,002026,Shenzhen,CNY,BBG000Q3Y6T2,B01ZX37,CNE000001KH8,,6.010000,1792542.000000,2524.791498,11,1112,111211,11121117,Common Stock,,,
002027 CS Equity,002027,Shenzhen,CNY,BBG000Q4RHK3,B02FVZ4,CNE000001KK2,,11.350000,89299540.000000,166593.941178,10,1010,101010,10101010,Common Stock,,,
002028 CS Equity,002028,Shenzhen,CNY,BBG000Q4V659,B02F444,CNE000001KM8,,16.450000,4430478.000000,12505.442689,16,1611,161114,16111411,Common Stock,,,
002029 CS Equity,002029,Shenzhen,CNY,BBG000BMMBS9,B02FTR2,CNE000001KN6,,7.720000,5218245.000000,5833.772400,11,1110,111010,11101010,Common Stock,,,
002030 CS Equity,002030,Shenzhen,CNY,BBG000Q51NH9,B02FTP0,CNE000001KP1,,16.080000,3779376.000000,12822.393306,15,1512,151211,15121111,Common Stock,,,
002031 CS Equity,002031,Shenzhen,CNY,BBG000Q62WQ6,B02J6C8,CNE000001KR7,,2.240000,6233973.000000,4926.646301,16,1612,161217,16121711,Common Stock,,,
002032 CS Equity,002032,Shenzhen,CNY,BBG000Q686V1,B02JCS6,CNE000001KS5,,54.200000,2238469.000000,44511.422632,11,1112,111211,11121112,Common Stock,,,
002033 CS Equity,002033,Shenzhen,CNY,BBG000Q6TQ53,B02L9B4,CNE000001KV9,,7.560000,3818091.000000,4154.149775,11,1117,111711,,Common Stock,,,
002034 CS Equity,002034,Shenzhen,CNY,BBG000Q6Y1K5,B02MFF3,CNE000001KW7,,20.020000,670900.300000,8339.632201,11,1110,111011,11101111,Common Stock,,,
002035 CS Equity,002035,Shenzhen,CNY,BBG000Q7T3V3,B02P7R8,CNE000001KY3,,14.240000,17267710.000000,12426.438086,11,1112,111211,11121112,Common Stock,,,
002036 CS Equity,002036,Shenzhen,CNY,BBG000GNDNF0,B02PYB1,CNE000001L07,,12.940000,4185712.000000,7127.187183,18,1810,181011,18101112,Common Stock,,,
002037 CS Equity,002037,Shenzhen,CNY,BBG000PMM9X3,B02R570,CNE000001L15,,8.330000,2591228.000000,2726.976773,17,1710,171012,17101215,Common Stock,,,
002038 CS Equity,002038,Shenzhen,CNY,BBG000BRQ2P7,B02RJ67,CNE000001L31,,36.190000,8330327.000000,24786.531000,15,1510,151013,,Common Stock,,,
002039 CS Equity,002039,Shenzhen,CNY,BBG000PX07S3,B06DVD2,CNE000001LK0,,14.680000,1798112.000000,4483.252358,19,1910,191011,,Common Stock,,,
002040 CS Equity,002040,Shenzhen,CNY,BBG000C05DM7,B06C3T9,CNE000001LN4,,9.190000,2838063.000000,3421.272995,16,1617,161716,16171611,Common Stock,,,
002041 CS Equity,002041,Shenzhen,CNY,BBG000CWWV83,B0766G8,CNE000001LQ7,,6.600000,8555372.000000,5808.000000,12,1210,121010,12101013,Common Stock,,,
002042 CS Equity,002042,Shenzhen,CNY,BBG000DF5TN7,B07VZC2,CNE000001LR5,,6.900000,7318416.000000,10483.691330,11,1110,111011,11101111,Common Stock,,,
002043 CS Equity,002043,Shenzhen,CNY,BBG000DSQGY2,B070ZN0,CNE000001LT1,,8.090000,10192230.000000,6716.872998,17,1711,171111,17111112,Common Stock,,,
002044 CS Equity,002044,Shenzhen,CNY,BBG000FY4JF6,B0766H9,CNE000001LV7,,22.140000,11315960.000000,69111.492406,15,1511,151111,15111111,Common Stock,,,
