PARSEKYABLE_DES_SOURCE,ID_EXCH_SYMBOL,PRIMARY_EXCHANGE_NAME,CRNCY,ID_BB_GLOBAL,ID_SEDOL1,ID_ISIN,ID_CUSIP,PX_CLOSE,VOLUME_AVG_20D,CURRENT_MARKET_CAP_SHARE_CLASS,BICS_LEVEL_1_SECTOR_CODE,BICS_LEVEL_2_INDUSTRY_GROUP_CODE,BICS_LEVEL_3_INDUSTRY_CODE,BICS_LEVEL_4_SUB_INDUSTRY_CODE,SECURITY_TYP,,,
600446 CG Equity,600446,Shanghai,CNY,BBG000DKWSS3,6727079,CNE000001GF0,,10.850000,10064560.000000,9257.333751,18,1812,181210,18121013,Common Stock,,,
600448 CG Equity,600448,Shanghai,CNY,BBG000BJ4B42,6397397,CNE0000018N7,,4.520000,73231060.000000,2372.320725,11,1110,111011,11101111,Common Stock,,,
600449 CG Equity,600449,Shanghai,CNY,BBG000BJ2SW6,6678111,CNE000001FS5,,8.810000,4895597.000000,4212.774980,17,1711,171110,17111012,Common Stock,,,
600452 CG Equity,600452,Shanghai,CNY,BBG000L3RPN9,6744205,CNE000001GT1,,20.470000,861615.800000,4585.280000,19,1910,191012,19101210,Common Stock,,,
600455 CG Equity,600455,Shanghai,CNY,BBG000LR57D1,B00KG56,CNE000001H29,,21.770000,410239.600000,1359.710660,11,1115,111511,,Common Stock,,,
600456 CG Equity,600456,Shanghai,CNY,BBG000ML2BS1,6527882,CNE000001B41,,15.400000,2969986.000000,6626.091780,17,1715,171510,17151018,Common Stock,,,
600458 CG Equity,600458,Shanghai,CNY,BBG000D9ZLG3,6571232,CNE000001D80,,9.050000,8654264.000000,7265.323276,17,1710,171012,17101211,Common Stock,,,
600459 CG Equity,600459,Shanghai,CNY,BBG000P4TCG8,6616456,CNE000001DY8,,11.220000,3547855.000000,3806.621349,17,1715,171510,17151018,Common Stock,,,
600460 CG Equity,600460,Shanghai,CNY,BBG000CJ0QS6,6592590,CNE000001DN1,,13.650000,43053240.000000,17909.641031,18,1811,181111,,Common Stock,,,
600461 CG Equity,600461,Shanghai,CNY,BBG000PT3DV2,B01BHN3,CNE000001HW3,,6.170000,2570758.000000,4871.792666,19,1910,191012,19101212,Common Stock,,,
600462 CG Equity,600462,Shanghai,CNY,BBG000PY48G8,6687764,CNE000001FT3,,3.470000,7358080.000000,1852.216600,18,1810,181011,18101111,Common Stock,,,
600463 CG Equity,600463,Shanghai,CNY,BBG000FRT421,B00GP80,CNE000001GZ8,,7.260000,1642789.000000,2178.000000,16,1615,161513,16151313,Common Stock,,,
600466 CG Equity,600466,Shanghai,CNY,BBG000FSLPL9,6321039,CNE0000017B4,,6.040000,11673550.000000,18025.894837,14,1415,141510,14151012,Common Stock,,,
600467 CG Equity,600467,Shanghai,CNY,BBG000MKWL99,B00MQG3,CNE000001H52,,2.360000,5971955.000000,3447.946557,12,1210,121010,12101012,Common Stock,,,
600468 CG Equity,600468,Shanghai,CNY,BBG000BRZ570,6355016,CNE000001832,,5.490000,1887532.000000,4453.013214,16,1611,161111,16111111,Common Stock,,,
600469 CG Equity,600469,Shanghai,CNY,BBG000BRX2D2,6697280,CNE000001G46,,3.690000,2566657.000000,2075.304789,11,1111,111111,11111124,Common Stock,,,
600470 CG Equity,600470,Shanghai,CNY,BBG000BC7HN0,6744498,CNE000001GV7,,3.890000,3919328.000000,2029.024000,17,1710,171010,17101012,Common Stock,,,
600475 CG Equity,600475,Shanghai,CNY,BBG000PT1V62,6663184,CNE000001FD7,,10.680000,1185671.000000,5974.308813,16,1611,161111,16111110,Common Stock,,,
600476 CG Equity,600476,Shanghai,CNY,BBG000CMNRH4,6716862,CNE000001GC7,,19.330000,11430520.000000,3113.483100,18,1810,181012,,Common Stock,,,
600477 CG Equity,600477,Shanghai,CNY,BBG000BYDK12,6708706,CNE000001G79,,5.170000,14884940.000000,9237.480961,16,1613,161310,16131021,Common Stock,,,
600478 CG Equity,600478,Shanghai,CNY,BBG000Q000K7,6693062,CNE000001FY3,,4.920000,7372235.000000,7230.858466,17,1710,171012,17101211,Common Stock,,,
600479 CG Equity,600479,Shanghai,CNY,BBG000BFFF94,B00D7K7,CNE000001GX3,,10.410000,2350552.000000,4356.659088,15,1510,151012,,Common Stock,,,
600480 CG Equity,600480,Shanghai,CNY,BBG000PX4YT9,6676814,CNE000001FN6,,9.480000,3491777.000000,4314.072758,11,1111,111111,11111113,Common Stock,,,
600481 CG Equity,600481,Shanghai,CNY,BBG000MWWW26,6609229,CNE000001DW2,,3.240000,5486640.000000,5300.302418,16,1612,161215,,Common Stock,,,
600482 CG Equity,600482,Shanghai,CNY,BBG000Q1VTT9,B01WHX6,CNE000001KB1,,18.690000,4557310.000000,32409.784598,16,1612,161212,,Common Stock,,,
600483 CG Equity,600483,Shanghai,CNY,BBG000K42MM3,B01B1P3,CNE000001HV5,,7.880000,3130465.000000,12228.385523,19,1910,191011,,Common Stock,,,
600485 CG Equity,600485,Shanghai,CNY,BBG000BF2RV7,6674506,CNE000001FK2,,,,,18,1810,181010,18101013,Common Stock,,,
600486 CG Equity,600486,Shanghai,CNY,BBG000BVGCX8,6546069,CNE000001B66,,59.820000,2876066.000000,18538.152617,17,1710,171010,17101011,Common Stock,,,
600487 CG Equity,600487,Shanghai,CNY,BBG000BGZJL8,6676193,CNE000001FQ9,,23.370000,32487370.000000,44489.137660,18,1810,181010,18101013,Common Stock,,,
600488 CG Equity,600488,Shanghai,CNY,BBG000JC8DP8,6355931,CNE000001840,,4.180000,2012552.000000,4564.086322,15,1510,151012,,Common Stock,,,
600489 CG Equity,600489,Shanghai,CNY,BBG000FSC8T9,6676825,CNE000001FM8,,7.050000,24735110.000000,24330.517182,17,1715,171511,17151110,Common Stock,,,
600490 CG Equity,600490,Shanghai,CNY,BBG000K4KBS1,6648857,CNE000001F54,,,0.000000,,17,1710,171011,17101111,Common Stock,,,
600491 CG Equity,600491,Shanghai,CNY,BBG000PMHRH7,B016697,CNE000001HQ5,,8.270000,9353311.000000,12651.098288,16,1615,161513,16151310,Common Stock,,,
600493 CG Equity,600493,Shanghai,CNY,BBG000KMY7S5,B00TL25,CNE000001HD3,,6.090000,1836929.000000,1656.480000,11,1110,111011,11101111,Common Stock,,,
600495 CG Equity,600495,Shanghai,CNY,BBG000PNQNY5,B018LV0,CNE000001HS1,,4.080000,14298980.000000,4929.418815,11,1111,111111,11111118,Common Stock,,,
600496 CG Equity,600496,Shanghai,CNY,BBG000N6RP41,6531139,CNE000001BH7,,3.200000,8645574.000000,5793.424640,16,1613,161310,16131021,Common Stock,,,
600497 CG Equity,600497,Shanghai,CNY,BBG000NWPX21,B00SNZ9,CNE000001HC5,,5.240000,20990540.000000,26678.367816,17,1715,171510,,Common Stock,,,
600498 CG Equity,600498,Shanghai,CNY,BBG000K5B066,6388885,CNE0000018P2,,29.740000,16678250.000000,33128.545087,18,1810,181010,18101013,Common Stock,,,
600499 CG Equity,600499,Shanghai,CNY,BBG000P5J447,6546650,CNE000001CP8,,6.240000,17191430.000000,9841.763580,16,1612,161215,,Common Stock,,,
600500 CG Equity,600500,Shanghai,CNY,BBG000BB2RD6,6203104,CNE0000011R3,,7.310000,7038220.000000,15226.822625,17,1710,171013,17101311,Common Stock,,,
600501 CG Equity,600501,Shanghai,CNY,BBG000BPN1Y6,6355890,CNE000001857,,7.750000,4760764.000000,3264.947900,16,1613,161310,,Common Stock,,,
600502 CG Equity,600502,Shanghai,CNY,BBG000GVT1D5,6608583,CNE000001DV4,,4.410000,9790894.000000,7590.316800,16,1615,161512,,Common Stock,,,
600503 CG Equity,600503,Shanghai,CNY,BBG000NQKN58,6536015,CNE000001BT2,,4.180000,18309250.000000,6697.572200,14,1415,141510,14151014,Common Stock,,,
600505 CG Equity,600505,Shanghai,CNY,BBG000N373C0,6527978,CNE000001BF1,,4.680000,1767649.000000,1706.175900,19,1910,191011,19101112,Common Stock,,,
600506 CG Equity,600506,Shanghai,CNY,BBG000LL99W5,6427807,CNE0000019L9,,,0.000000,,12,1210,121010,12101013,Common Stock,,,
600507 CG Equity,600507,Shanghai,CNY,BBG000BQ9LR4,6694065,CNE000001G04,,12.260000,22511500.000000,17775.424406,17,1714,171412,17141211,Common Stock,,,
600508 CG Equity,600508,Shanghai,CNY,BBG000C4V5P4,6397524,CNE000001915,,10.680000,3509055.000000,7718.628240,13,1310,131016,13101610,Common Stock,,,
600509 CG Equity,600509,Shanghai,CNY,BBG000M75T73,6443632,CNE0000019W6,,4.300000,4297617.000000,4951.084573,19,1910,191011,19101110,Common Stock,,,
600510 CG Equity,600510,Shanghai,CNY,BBG000JSDXT9,6532648,CNE000001BL9,,5.960000,779397.200000,6240.686349,11,1110,111011,,Common Stock,,,
600511 CG Equity,600511,Shanghai,CNY,BBG000PKBGL6,6564919,CNE000001D56,,28.180000,4274403.000000,21612.191610,15,1511,151112,15111210,Common Stock,,,
600512 CG Equity,600512,Shanghai,CNY,BBG000HL2S73,6574048,CNE000001D98,,2.780000,17348720.000000,4444.949873,16,1615,161513,16151314,Common Stock,,,
600513 CG Equity,600513,Shanghai,CNY,BBG000CNZF67,6593816,CNE000001DP6,,7.200000,2537824.000000,2055.285144,15,1510,151012,,Common Stock,,,
600515 CG Equity,600515,Shanghai,CNY,BBG000BX0J11,6541202,CNE000001C32,,,,,11,1120,112013,11201310,Common Stock,,,
600516 CG Equity,600516,Shanghai,CNY,BBG000H6G8Y5,6543242,CNE000001CC6,,25.490000,44788860.000000,45596.368695,17,1710,171012,17101211,Common Stock,,,
600517 CG Equity,600517,Shanghai,CNY,BBG000BPL3V7,6694560,CNE000001G20,,3.830000,4605887.000000,5194.122762,16,1611,161114,,Common Stock,,,
600518 CG Equity,600518,Shanghai,CNY,BBG000GW32N8,6334350,CNE0000017M1,,21.740000,14308590.000000,108131.752814,15,1510,151012,,Common Stock,,,
600519 CG Equity,600519,Shanghai,CNY,BBG000BC45Q6,6414832,CNE0000018R8,,743.810000,3646601.000000,934372.485618,12,1210,121012,12101210,Common Stock,,,
600520 CG Equity,600520,Shanghai,CNY,BBG000C06F41,6433848,CNE0000019N5,,18.010000,3691661.000000,2853.324300,16,1612,161217,16121711,Common Stock,,,
600521 CG Equity,600521,Shanghai,CNY,BBG000PPKSG5,6591058,CNE000001DL5,,21.220000,18702310.000000,26542.795898,15,1510,151012,,Common Stock,,,
600522 CG Equity,600522,Shanghai,CNY,BBG000P9XTP5,6548764,CNE000001CW4,,9.170000,38235440.000000,28115.885018,18,1810,181010,18101013,Common Stock,,,
600523 CG Equity,600523,Shanghai,CNY,BBG000LM16Z4,6427238,CNE0000019K1,,8.570000,1356019.000000,3464.948012,11,1111,111111,11111127,Common Stock,,,
600525 CG Equity,600525,Shanghai,CNY,BBG000PL7K21,6569419,CNE000001D64,,9.890000,21898220.000000,13101.057033,16,1611,161114,16111413,Common Stock,,,
600526 CG Equity,600526,Shanghai,CNY,BBG000NV9PV6,6537591,CNE000001BZ9,,6.060000,2718247.000000,3317.272312,16,1618,161811,16181110,Common Stock,,,
600527 CG Equity,600527,Shanghai,CNY,BBG000C3FHR6,6712837,CNE000001G95,,2.510000,6474292.000000,3622.266553,17,1710,171011,17101112,Common Stock,,,
600528 CG Equity,600528,Shanghai,CNY,BBG000C41LR0,6350378,CNE0000017Z3,,10.370000,6388920.000000,23037.489968,16,1615,161512,16151213,Common Stock,,,
600529 CG Equity,600529,Shanghai,CNY,BBG000N4N624,6530318,CNE000001BG9,,17.460000,3249639.000000,7420.097757,17,1712,171210,17121010,Common Stock,,,
600530 CG Equity,600530,Shanghai,CNY,BBG000JKZXG6,6374657,CNE000001899,,5.690000,2728493.000000,4438.200000,15,1511,151112,15111210,Common Stock,,,
600531 CG Equity,600531,Shanghai,CNY,BBG000BC81S9,6539025,CNE000001C16,,4.650000,10181610.000000,5069.628248,17,1715,171510,,Common Stock,,,
600532 CG Equity,600532,Shanghai,CNY,BBG000PDG381,6554459,CNE000001CY0,,4.170000,33781640.000000,2151.994052,17,1714,171410,17141011,Common Stock,,,
600533 CG Equity,600533,Shanghai,CNY,BBG000BTYFT1,6519607,CNE000001B09,,3.200000,6796544.000000,3360.000000,14,1415,141510,,Common Stock,,,
600535 CG Equity,600535,Shanghai,CNY,BBG000LTYZ52,6541525,CNE000001C81,,25.990000,10625180.000000,39314.195292,15,1510,151012,,Common Stock,,,
600536 CG Equity,600536,Shanghai,CNY,BBG000BYZ227,6536048,CNE000001BB0,,26.260000,50007490.000000,12987.218655,18,1812,181210,18121013,Common Stock,,,
600537 CG Equity,600537,Shanghai,CNY,BBG000MS8S30,6582074,CNE000001DF7,,3.360000,4238669.000000,3952.567140,13,1311,131111,13111110,Common Stock,,,
600538 CG Equity,600538,Shanghai,CNY,BBG000LJJ6M6,6580971,CNE000001DD2,,4.950000,3871350.000000,2298.785866,15,1510,151013,,Common Stock,,,
600539 CG Equity,600539,Shanghai,CNY,BBG000BLKJL3,6389101,CNE0000018W8,,6.040000,1849320.000000,1389.200000,17,1711,171110,17111012,Common Stock,,,
600540 CG Equity,600540,Shanghai,CNY,BBG000FL63B1,6728674,CNE000001GH6,,3.930000,7026581.000000,1850.728620,11,1110,111011,11101112,Common Stock,,,
600543 CG Equity,600543,Shanghai,CNY,BBG000LJ34M8,B00JV69,CNE000001H11,,7.830000,2586154.000000,2514.369600,12,1210,121010,12101013,Common Stock,,,
600545 CG Equity,600545,Shanghai,CNY,BBG000C6PC44,6714758,CNE000001GB9,,8.080000,2561424.000000,15314.937000,11,1110,111011,,Common Stock,,,
600546 CG Equity,600546,Shanghai,CNY,BBG000PV6SR6,6673246,CNE000001FH8,,4.120000,9407202.000000,8167.719297,13,1310,131016,,Common Stock,,,
600547 CG Equity,600547,Shanghai,CNY,BBG000PXVYG3,6683461,CNE000001FR7,,24.510000,13291730.000000,45517.982009,17,1715,171511,17151110,Common Stock,,,
600548 CG Equity,600548,Shanghai,CNY,BBG000P7S3K7,6425287,CNE0000019G9,,8.010000,1668498.000000,11480.495790,16,1615,161512,16151211,Common Stock,,,
600549 CG Equity,600549,Shanghai,CNY,BBG000MMK922,6561051,CNE000001D15,,15.320000,8161327.000000,21651.852669,17,1715,171510,17151018,Common Stock,,,
600550 CG Equity,600550,Shanghai,CNY,BBG000F811L8,6334101,CNE000001758,,4.250000,4085027.000000,6522.080035,16,1611,161114,16111410,Common Stock,,,
600551 CG Equity,600551,Shanghai,CNY,BBG000P1JXM2,6543695,CNE000001CD4,,8.720000,2366513.000000,4410.796581,10,1010,101013,10101310,Common Stock,,,
600552 CG Equity,600552,Shanghai,CNY,BBG000PG0FK0,6561040,CNE000001D07,,5.050000,12185050.000000,3873.600339,17,1711,171112,17111212,Common Stock,,,
600555 CG Equity,600555,Shanghai,CNY,BBG000DJ1P88,6341468,CNE0000017Q2,,4.110000,20583190.000000,4001.085000,11,1118,111811,,Common Stock,,,
600556 CG Equity,600556,Shanghai,CNY,BBG000K203X9,6382780,CNE0000018Q0,,3.470000,2600892.000000,1369.934167,14,1415,141512,14151211,Common Stock,,,
600557 CG Equity,600557,Shanghai,CNY,BBG000P52ZV6,6545839,CNE000001CL7,,12.250000,2619419.000000,7551.501732,15,1510,151012,,Common Stock,,,
600558 CG Equity,600558,Shanghai,CNY,BBG000GLDBM2,6321857,CNE0000017F5,,4.290000,4567855.000000,3850.724725,16,1613,161310,16131022,Common Stock,,,
600559 CG Equity,600559,Shanghai,CNY,BBG000PCFJF1,6553821,CNE000001CX2,,21.190000,7419370.000000,14112.802586,12,1210,121012,12101210,Common Stock,,,
600560 CG Equity,600560,Shanghai,CNY,BBG000P4QXK0,6545828,CNE000001CK9,,8.390000,3278589.000000,1876.385745,19,1910,191012,19101210,Common Stock,,,
600561 CG Equity,600561,Shanghai,CNY,BBG000NT86G1,6536703,CNE000001BW6,,6.230000,1596326.000000,1476.908720,11,1117,111711,11171111,Common Stock,,,
600562 CG Equity,600562,Shanghai,CNY,BBG000NKY5W5,6582502,CNE000001DG5,,18.550000,6099986.000000,11544.605837,11,1112,111212,11121211,Common Stock,,,
600563 CG Equity,600563,Shanghai,CNY,BBG000PM21B6,6577638,CNE000001D72,,51.990000,2875138.000000,11697.750000,18,1811,181111,18111111,Common Stock,,,
600565 CG Equity,600565,Shanghai,CNY,BBG000NVM1R9,6538334,CNE000001C08,,3.050000,9857272.000000,7382.287966,14,1415,141510,,Common Stock,,,
600566 CG Equity,600566,Shanghai,CNY,BBG000D9Y631,6391560,CNE0000018X6,,49.480000,4014522.000000,40293.323558,15,1510,151012,,Common Stock,,,
600567 CG Equity,600567,Shanghai,CNY,BBG000LG2VQ1,6427788,CNE0000019B0,,3.970000,51167540.000000,18144.143948,17,1712,171210,17121012,Common Stock,,,
600568 CG Equity,600568,Shanghai,CNY,BBG000BZ93M9,6346719,CNE0000017X8,,3.270000,66391950.000000,6516.683857,15,1510,151013,,Common Stock,,,
600569 CG Equity,600569,Shanghai,CNY,BBG000CWNV65,6414865,CNE0000018Y4,,4.720000,87879980.000000,11298.190788,17,1714,171412,17141210,Common Stock,,,
600570 CG Equity,600570,Shanghai,CNY,BBG000PGXP31,6610458,CNE000001GD5,,53.800000,14910180.000000,33237.918684,18,1812,181210,18121013,Common Stock,,,
600571 CG Equity,600571,Shanghai,CNY,BBG000PDRBZ1,6554512,CNE000001CZ7,,7.820000,5411673.000000,3438.291485,18,1810,181014,,Common Stock,,,
600572 CG Equity,600572,Shanghai,CNY,BBG000MY5ZM3,B00PJD0,CNE000001H86,,7.540000,17627480.000000,20111.594308,15,1510,151012,,Common Stock,,,
600573 CG Equity,600573,Shanghai,CNY,BBG000PNBXM2,6588395,CNE000001DK7,,6.600000,1568991.000000,1650.000000,12,1210,121012,12101210,Common Stock,,,
600575 CG Equity,600575,Shanghai,CNY,BBG000BD60L8,6603908,CNE000001DR2,,3.410000,12149380.000000,13252.150232,16,1617,161715,16171514,Common Stock,,,
600576 CG Equity,600576,Shanghai,CNY,BBG000LB4ZM5,6587217,CNE000001DJ9,,5.390000,3127959.000000,3494.336747,10,1010,101012,10101210,Common Stock,,,
600577 CG Equity,600577,Shanghai,CNY,BBG000P38186,6545055,CNE000001CG7,,3.520000,8774383.000000,6882.741346,16,1613,161310,16131022,Common Stock,,,
600578 CG Equity,600578,Shanghai,CNY,BBG000MY0F15,6523330,CNE000001B82,,3.380000,3897515.000000,22803.962465,19,1910,191011,,Common Stock,,,
600579 CG Equity,600579,Shanghai,CNY,BBG000NYVDQ8,6538817,CNE000001C40,,10.710000,7068544.000000,4397.911817,16,1614,161410,16141013,Common Stock,,,
600580 CG Equity,600580,Shanghai,CNY,BBG000BG01J8,6530017,CNE000001BJ3,,8.010000,7841775.000000,10360.210784,16,1612,161215,16121517,Common Stock,,,
600581 CG Equity,600581,Shanghai,CNY,BBG000J8N3N4,6539694,CNE000001C65,,5.230000,64197350.000000,8017.055860,17,1714,171412,,Common Stock,,,
600582 CG Equity,600582,Shanghai,CNY,BBG000N2C639,6546070,CNE000001B90,,3.630000,11598930.000000,15023.077678,16,1612,161211,16121111,Common Stock,,,
600583 CG Equity,600583,Shanghai,CNY,BBG000M3W6N4,6439794,CNE0000019T2,,5.270000,9775768.000000,23300.539796,13,1310,131015,13101511,Common Stock,,,
600584 CG Equity,600584,Shanghai,CNY,BBG000PDPJ95,6616519,CNE000001F05,,17.650000,18791380.000000,24001.246653,18,1811,181111,18111110,Common Stock,,,
600585 CG Equity,600585,Shanghai,CNY,BBG000FPV3J6,6441595,CNE0000019V8,,38.230000,34159780.000000,152908.629595,17,1711,171110,17111012,Common Stock,,,
600586 CG Equity,600586,Shanghai,CNY,BBG000J8HQ14,6539683,CNE000001C57,,3.530000,5094538.000000,5147.806413,17,1711,171112,17111212,Common Stock,,,
600587 CG Equity,600587,Shanghai,CNY,BBG000C8D9K2,6545970,CNE000001CN3,,14.020000,1042535.000000,5698.121836,15,1512,151212,15121210,Common Stock,,,
600588 CG Equity,600588,Shanghai,CNY,BBG000BZ52S9,6346678,CNE0000017Y6,,27.250000,33726270.000000,51763.939116,18,1812,181210,18121013,Common Stock,,,
600589 CG Equity,600589,Shanghai,CNY,BBG000J712Z9,6355801,CNE000001865,,4.590000,4343749.000000,3237.353764,17,1710,171011,17101112,Common Stock,,,
600590 CG Equity,600590,Shanghai,CNY,BBG000NKLF48,6613167,CNE000001BS4,,6.790000,4198458.000000,5882.168743,19,1910,191012,,Common Stock,,,
600592 CG Equity,600592,Shanghai,CNY,BBG000NXYC25,6539809,CNE000001C24,,6.690000,4926099.000000,2673.013390,16,1613,161310,16131010,Common Stock,,,
600593 CG Equity,600593,Shanghai,CNY,BBG000NRHTF6,6536253,CNE000001BV8,,24.900000,1035753.000000,3207.120000,11,1118,111810,11181011,Common Stock,,,
600594 CG Equity,600594,Shanghai,CNY,BBG000K85JN7,B00HM15,CNE000001H03,,8.780000,9985565.000000,6953.122572,15,1510,151013,,Common Stock,,,
600595 CG Equity,600595,Shanghai,CNY,BBG000NDK397,6545914,CNE000001BQ8,,2.940000,9294202.000000,5765.998728,17,1715,171510,17151010,Common Stock,,,
600596 CG Equity,600596,Shanghai,CNY,BBG000K65686,6397739,CNE000001907,,19.290000,44756860.000000,13617.093271,17,1710,171010,17101011,Common Stock,,,
600597 CG Equity,600597,Shanghai,CNY,BBG000P0RGC3,6543822,CNE000001C99,,10.150000,6098453.000000,12428.548216,12,1210,121011,12101112,Common Stock,,,
600598 CG Equity,600598,Shanghai,CNY,BBG000F2LRL2,6519599,CNE0000019Z9,,9.650000,23136370.000000,17154.611122,12,1210,121010,12101013,Common Stock,,,
600599 CG Equity,600599,Shanghai,CNY,BBG000C6MRP1,6424369,CNE0000018S6,,14.810000,1038655.000000,2458.460000,17,1710,171012,17101215,Common Stock,,,
600600 CG Equity,600600,Shanghai,CNY,BBG000BJHMM4,6902854,CNE0000009Y3,,46.020000,5259357.000000,32025.944654,12,1210,121012,12101210,Common Stock,,,
600601 CG Equity,600601,Shanghai,CNY,BBG000BFWZZ2,6802880,CNE0000001S2,,2.990000,11325500.000000,6562.724700,18,1810,181013,,Common Stock,,,
600602 CG Equity,600602,Shanghai,CNY,BBG000BFX1P7,6803366,CNE0000001T0,,5.970000,2653707.000000,6413.588910,18,1812,181211,,Common Stock,,,
600603 CG Equity,600603,Shanghai,CNY,BBG000BFX3W5,6817992,CNE0000002P6,,4.050000,2451806.000000,5076.775246,16,1617,161715,,Common Stock,,,
600604 CG Equity,600604,Shanghai,CNY,BBG000BFX569,6803162,CNE000000362,,4.670000,6740761.000000,6572.813935,16,1612,161215,16121516,Common Stock,,,
600605 CG Equity,600605,Shanghai,CNY,BBG000BFX621,6802987,CNE000000370,,9.720000,1314384.000000,1432.189434,16,1616,161610,16161010,Common Stock,,,
600606 CG Equity,600606,Shanghai,CNY,BBG000BFX998,6802943,CNE000000388,,6.390000,33778490.000000,77754.506520,14,1415,141512,14151214,Common Stock,,,
600608 CG Equity,600608,Shanghai,CNY,BBG000B9ZL93,6799948,CNE0000003B4,,5.000000,453125.300000,1644.307205,17,1714,171412,17141211,Common Stock,,,
600609 CG Equity,600609,Shanghai,CNY,BBG000BFXCQ2,6802954,CNE0000004N7,,4.940000,7351406.000000,5397.775632,11,1111,111110,,Common Stock,,,
600610 CG Equity,600610,Shanghai,CNY,BBG000BFXF85,6192019,CNE000000503,,1.870000,164955.000000,1329.410311,16,1612,161215,16121516,Common Stock,,,
600611 CG Equity,600611,Shanghai,CNY,BBG000BFXJC2,6803292,CNE000000511,,4.170000,6336717.000000,6519.029238,11,1117,111711,11171111,Common Stock,,,
600612 CG Equity,600612,Shanghai,CNY,BBG000BFXLF4,6191975,CNE000000537,,34.590000,798002.600000,10968.822102,11,1120,112016,11201610,Common Stock,,,
600613 CG Equity,600613,Shanghai,CNY,BBG000BFXNS6,6803355,CNE000000453,,6.330000,2134044.000000,3034.095461,15,1510,151012,,Common Stock,,,
600614 CG Equity,600614,Shanghai,CNY,BBG000BFXQZ1,6802716,CNE000000552,,5.630000,15089560.000000,8509.675188,14,1410,141010,,Common Stock,,,
600615 CG Equity,600615,Shanghai,CNY,BBG000BFXT58,6817033,CNE0000005B9,,9.080000,953296.800000,1707.226213,17,1715,171510,,Common Stock,,,
600616 CG Equity,600616,Shanghai,CNY,BBG000BFXV44,6800710,CNE0000005G8,,6.660000,3255506.000000,3427.363819,12,1210,121012,12101210,Common Stock,,,
600617 CG Equity,600617,Shanghai,CNY,BBG000BFXY11,6514550,CNE0000005L8,,5.870000,1131462.000000,5722.747199,13,1310,131015,,Common Stock,,,
600618 CG Equity,600618,Shanghai,CNY,BBG000BFXZQ1,6803333,CNE0000005Z8,,8.580000,2952271.000000,6433.627200,17,1710,171011,,Common Stock,,,
600619 CG Equity,600619,Shanghai,CNY,BBG000BFY1D9,6802727,CNE000000602,,12.900000,13326840.000000,7509.619506,16,1611,161110,16111011,Common Stock,,,
600620 CG Equity,600620,Shanghai,CNY,BBG000BFY309,6784018,CNE000000610,,6.460000,1877907.000000,4435.934150,14,1415,141510,14151017,Common Stock,,,
600621 CG Equity,600621,Shanghai,CNY,BBG000BBJLT4,6802965,CNE0000006D3,,9.320000,10511100.000000,9887.581401,14,1415,141512,14151211,Common Stock,,,
600622 CG Equity,600622,Shanghai,CNY,BBG000BFY4G0,6802932,CNE0000006F8,,7.450000,7132545.000000,8594.350962,14,1415,141512,,Common Stock,,,
600623 CG Equity,600623,Shanghai,CNY,BBG000BHRFX0,6799841,CNE0000006G6,,9.610000,21583820.000000,18012.320074,17,1710,171013,,Common Stock,,,
600624 CG Equity,600624,Shanghai,CNY,BBG000BFY5B2,6802910,CNE0000006S1,,5.350000,3471400.000000,3663.209253,15,1510,151012,,Common Stock,,,
600626 CG Equity,600626,Shanghai,CNY,BBG000BFY899,6799692,CNE0000003R0,,5.590000,7657076.000000,3970.257341,11,1119,111914,11191411,Common Stock,,,
600628 CG Equity,600628,Shanghai,CNY,BBG000BFYB29,6829544,CNE0000006X1,,7.180000,2438511.000000,4644.565257,11,1120,112013,,Common Stock,,,
600629 CG Equity,600629,Shanghai,CNY,BBG000BFYCM5,6800226,CNE000000784,,12.430000,812868.000000,5372.347081,16,1615,161511,,Common Stock,,,
600630 CG Equity,600630,Shanghai,CNY,BBG000BFX7C8,6817022,CNE000000792,,7.630000,3996745.000000,3241.693985,11,1119,111910,11191010,Common Stock,,,
600633 CG Equity,600633,Shanghai,CNY,BBG000BFYHJ8,6817969,CNE0000007X9,,9.060000,8343319.000000,11795.431014,10,1010,101013,10101310,Common Stock,,,
600634 CG Equity,600634,Shanghai,CNY,BBG000BFYJT3,6770352,CNE0000003Z3,,2.410000,12135580.000000,1387.514315,18,1812,181210,18121016,Common Stock,,,
600635 CG Equity,600635,Shanghai,CNY,BBG000BFYM25,6801490,CNE0000007Y7,,3.840000,9716585.000000,9288.160313,19,1910,191012,19101211,Common Stock,,,
600636 CG Equity,600636,Shanghai,CNY,BBG000BFYNM1,6818166,CNE0000004Y4,,13.520000,2662335.000000,6042.654556,17,1710,171011,17101112,Common Stock,,,
600637 CG Equity,600637,Shanghai,CNY,BBG000BFYQ17,6801382,CNE0000004Z1,,14.390000,7345551.000000,38007.620827,10,1010,101011,10101111,Common Stock,,,
600638 CG Equity,600638,Shanghai,CNY,BBG000BFYR15,6802921,CNE0000005M6,,9.080000,6139547.000000,6114.442817,14,1415,141510,14151014,Common Stock,,,
600639 CG Equity,600639,Shanghai,CNY,BBG000BFYRT5,6802749,CNE000000404,,12.140000,896192.900000,10321.873574,14,1415,141510,14151014,Common Stock,,,
600640 CG Equity,600640,Shanghai,CNY,BBG000BFYTW7,6817107,CNE0000005N4,,9.840000,2339511.000000,7829.648050,10,1010,101014,,Common Stock,,,
