PARSEKYABLE_DES_SOURCE,ID_EXCH_SYMBOL,PRIMARY_EXCHANGE_NAME,CRNCY,ID_BB_GLOBAL,ID_SEDOL1,ID_ISIN,ID_CUSIP,PX_CLOSE,VOLUME_AVG_20D,CURRENT_MARKET_CAP_SHARE_CLASS,BICS_LEVEL_1_SECTOR_CODE,BICS_LEVEL_2_INDUSTRY_GROUP_CODE,BICS_LEVEL_3_INDUSTRY_CODE,BICS_LEVEL_4_SUB_INDUSTRY_CODE,SECURITY_TYP,PX_ROUND_LOT_SIZE,FUT_CONTRACT_SIZE_REALTIME,FUT_TICK_SIZE
1000 HK Equity,1000,Hong Kong,HKD,BBG000QNJ786,B04YDF3,CNE100000254,,2.390000,2900.000000,131.213390,10,1010,101013,10101310,Common Stock,500,,
1001 HK Equity,1001,Hong Kong,HKD,BBG000BGDQ36,BYW4ZJ1,BMG8000T1027,,0.730000,201950.000000,467.599072,17,1714,171412,,Common Stock,2000,,
1002 HK Equity,1002,Hong Kong,HKD,BBG000LZH3G6,6444022,KYG939951011,,0.144000,681795.200000,332.281924,16,1612,161217,16121711,Common Stock,4000,,
1003 HK Equity,1003,Hong Kong,HKD,BBG000BGDN51,BYRMJ10,BMG4643J1062,,2.060000,4868868.000000,5702.194140,14,1415,141512,14151214,Common Stock,10000,,
1004 HK Equity,1004,Hong Kong,HKD,BBG000BHCRL3,BVFMPJ1,BMG2116L1037,,0.950000,4080353.000000,8905.633792,14,1412,141214,14121410,Common Stock,2000,,
1005 HK Equity,1005,Hong Kong,HKD,BBG000BGDKB0,6242408,BMG5888V1265,,2.790000,24600.000000,2109.807243,11,1113,111310,11131010,Common Stock,2000,,
1006 HK Equity,1006,Hong Kong,HKD,BBG000PZZFQ4,B7MD0V6,KYG2045D1079,,3.610000,195050.000000,2070.551600,12,1210,121010,12101014,Common Stock,1000,,
1007 HK Equity,1007,Hong Kong,HKD,BBG001799KR7,BGCRXR8,KYG2752L1023,,0.225000,32602200.000000,1159.548750,12,1210,121011,12101112,Common Stock,20000,,
1008 HK Equity,1008,Hong Kong,HKD,BBG000DSQC26,BBGTPF7,KYG1643V1059,,0.930000,131032.000000,1458.132710,11,1114,111413,11141310,Common Stock,2000,,
1009 HK Equity,1009,Hong Kong,HKD,BBG000BSLG79,B00XPC5,KYG4843W1050,,1.470000,973500.000000,2012.661135,14,1415,141510,14151014,Common Stock,2000,,
100 HK Equity,100,Hong Kong,HKD,BBG000BCTN71,6424303,BMG219901094,,5.830000,0.000000,3158.113915,10,1010,101013,10101312,Common Stock,1000,,
1010 HK Equity,1010,Hong Kong,HKD,BBG000BGDMC5,BZ57LV8,BMG6866U1062,,2.250000,272700.000000,757.321069,18,1811,181111,18111110,Common Stock,2000,,
1011 HK Equity,1011,Hong Kong,HKD,BBG001M282S5,B59JSD1,KYG2114L1059,,1.710000,1957575.000000,2747.051672,15,1510,151013,,Common Stock,500,,
1013 HK Equity,1013,Hong Kong,HKD,BBG000BGTH66,6168634,BMG9427H1016,,0.048000,568700.000000,1026.775799,18,1814,181410,18141010,Common Stock,2000,,
1019 HK Equity,1019,Hong Kong,HKD,BBG000R49MS3,BQV6LD8,KYG2615B1014,,0.167000,0.000000,2494.795632,14,1413,141310,14131010,Common Stock,6000,,
101 HK Equity,101,Hong Kong,HKD,BBG000BDTCX4,6030506,HK0101000591,,16.280000,3771397.000000,73222.859948,14,1415,141510,14151014,Common Stock,1000,,
1020 HK Equity,1020,Hong Kong,HKD,BBG000R3WJ06,BF3R659,KYG2606Y1026,,0.250000,4035000.000000,1010.592001,16,1612,161215,16121517,Common Stock,4000,,
1021 HK Equity,1021,Hong Kong,HKD,BBG001645NL3,B403Q86,SG1P73919000,,3.000000,0.000000,5698.626315,17,1715,171510,17151010,Common Stock,1000,,
1022 HK Equity,1022,Hong Kong,HKD,BBG007LT8Z74,BSTLLD9,KYG337691037,,0.600000,241293.500000,923.966073,18,1812,181210,18121016,Common Stock,1500,,
1023 HK Equity,1023,Hong Kong,HKD,BBG0028VYWN5,B6ZNMQ5,KYG8190E1052,,2.400000,3838050.000000,2403.676800,11,1110,111010,11101012,Common Stock,1000,,
1026 HK Equity,1026,Hong Kong,HKD,BBG000KS3H68,6417778,KYG9287P1028,,0.265000,370500.000000,561.918947,19,1910,191012,19101212,Common Stock,10000,,
1027 HK Equity,1027,Hong Kong,HKD,BBG0081W0HM8,BDVP491,KYG2163B1317,,0.059000,2644850.000000,223.374000,11,1110,111010,11101017,Common Stock,10000,,
1028 HK Equity,1028,Hong Kong,HKD,BBG0022DMWQ1,B76R5L9,BMG2008E1003,,0.700000,35145470.000000,1453.900000,11,1120,112017,,Common Stock,1000,,
1029 HK Equity,1029,Hong Kong,HKD,BBG0016KSK01,B3ND017,HK0000068244,,0.150000,18368870.000000,1064.007957,17,1714,171410,17141011,Common Stock,2000,,
102 HK Equity,102,Hong Kong,HKD,BBG000BDC3J8,BNC9DC8,BMG8565U1302,,0.800000,2753725.000000,1190.702269,11,1116,111610,,Common Stock,2000,,
1030 HK Equity,1030,Hong Kong,HKD,BBG003MJZ5R8,B6V94F0,KYG3701A1067,,7.140000,19945980.000000,42251.278440,14,1415,141510,,Common Stock,2000,,
1031 HK Equity,1031,Hong Kong,HKD,BBG000BWLHR6,B09WJX2,BMG5266H1034,,2.000000,3892188.000000,27228.961332,14,1413,141310,,Common Stock,2000,,
1033 HK Equity,1033,Hong Kong,HKD,BBG000BBQGM4,6984669,CNE1000004D6,,1.100000,4223576.000000,5956.457630,13,1310,131015,,Common Stock,2000,,
1035 HK Equity,1035,Hong Kong,HKD,BBG007QRXN54,BTN1TY9,KYG1089Y1180,,2.810000,316375.000000,1536.918805,15,1512,151211,,Common Stock,1500,,
1036 HK Equity,1036,Hong Kong,HKD,BBG000HPNC94,B96FTY8,KYG9320E1061,,4.650000,42475.000000,1811.304884,14,1415,141510,14151014,Common Stock,1000,,
1037 HK Equity,1037,Hong Kong,HKD,BBG000BK8L98,BD0ZZW2,BMG5993Y1066,,1.060000,569828.800000,701.973815,18,1814,181410,,Common Stock,2000,,
1038 HK Equity,1038,Hong Kong,HKD,BBG000H3CDH4,BYVS6J1,BMG2178K1009,,59.750000,2483663.000000,158377.893509,16,1615,161512,,Common Stock,500,,
1039 HK Equity,1039,Hong Kong,HKD,BBG0015W49Y0,BYP6ZG1,KYG3642E1008,,0.760000,1180575.000000,1377.723647,11,1120,112014,,Common Stock,1000,,
103 HK Equity,103,Hong Kong,HKD,BBG000BFL615,6302294,HK0103000607,,0.203000,193100.000000,390.348813,16,1613,161310,16131022,Common Stock,2000,,
1041 HK Equity,1041,Hong Kong,HKD,BBG000C46J36,BZ14BM4,BMG5423H1034,,0.270000,3092455.000000,469.248939,14,1410,141010,,Common Stock,10000,,
1043 HK Equity,1043,Hong Kong,HKD,BBG000DH4SH3,6187361,BMG244311012,,2.810000,1454300.000000,1090.797040,11,1111,111111,11111125,Common Stock,2000,,
1044 HK Equity,1044,Hong Kong,HKD,BBG000CJXNB5,6136233,KYG4402L1510,,69.200000,3265482.000000,83474.950856,12,1210,121014,12101411,Common Stock,500,,
1045 HK Equity,1045,Hong Kong,HKD,BBG000C46H94,6039644,BMG0438M1064,,2.950000,150775.000000,2745.885075,10,1011,101110,10111010,Common Stock,2000,,
1046 HK Equity,1046,Hong Kong,HKD,BBG000BYT9T0,BYQJK64,BMG928811790,,0.750000,219477.200000,679.974207,10,1010,101012,10101213,Common Stock,5000,,
1047 HK Equity,1047,Hong Kong,HKD,BBG000BK8YJ9,6647423,BMG650311092,,0.820000,9700.000000,302.744000,17,1710,171011,17101112,Common Stock,2000,,
1048 HK Equity,1048,Hong Kong,HKD,BBG0019N3JN7,B4P9ML4,SG2C46963931,,2.950000,0.000000,564.878594,17,1710,171012,,Common Stock,1000,,
1049 HK Equity,1049,Hong Kong,HKD,BBG000BK8Z60,B88B1R4,BMG2007W1010,,0.220000,87689.100000,182.868769,11,1120,112015,11201511,Common Stock,6000,,
1050 HK Equity,1050,Hong Kong,HKD,BBG000C483W7,6485623,BMG5215H1051,,1.150000,298350.000000,2291.272880,18,1810,181014,18101411,Common Stock,2000,,
1051 HK Equity,1051,Hong Kong,HKD,BBG000BK93H8,B11Z226,BMG4111M1029,,0.094000,36223160.000000,2542.591410,14,1412,141214,,Common Stock,3000,,
1052 HK Equity,1052,Hong Kong,HKD,BBG000BNRYR3,6398787,BMG9880L1028,,5.950000,1763133.000000,9955.315655,16,1615,161512,16151211,Common Stock,2000,,
1053 HK Equity,1053,Hong Kong,HKD,BBG000BZSQ10,6079866,CNE1000002W0,,1.330000,1127475.000000,715.709176,17,1714,171412,,Common Stock,2000,,
1055 HK Equity,1055,Hong Kong,HKD,BBG000BY1DP5,6013693,CNE1000002T6,,5.570000,38261440.000000,17074.964625,11,1117,111710,11171010,Common Stock,2000,,
1057 HK Equity,1057,Hong Kong,HKD,BBG000PCVFD3,B14WZ14,CNE1000004W6,,1.480000,525750.000000,320.841800,11,1111,111111,11111123,Common Stock,2000,,
1058 HK Equity,1058,Hong Kong,HKD,BBG000CDHBD0,6388573,HK1058006367,,0.610000,20300.000000,328.191590,11,1110,111011,11101110,Common Stock,2000,,
1059 HK Equity,1059,Hong Kong,HKD,BBG000BNGW99,BTHDSQ6,KYG521531486,,0.780000,16988.850000,153.899855,18,1812,181210,18121017,Common Stock,3000,,
105 HK Equity,105,Hong Kong,HKD,BBG000BDTJK3,6058490,HK0105000613,,23.800000,4750.000000,8568.000000,14,1415,141510,,Common Stock,2000,,
1060 HK Equity,1060,Hong Kong,HKD,BBG000BKNYT1,BPYM749,BMG0171W1055,,0.940000,68096340.000000,23958.742475,10,1010,101012,10101210,Common Stock,10000,,
1061 HK Equity,1061,Hong Kong,HKD,BBG000JHS2L3,BYSQGC1,KYG312371290,,6.220000,415038.700000,3551.682200,15,1510,151011,,Common Stock,1000,,
1062 HK Equity,1062,Hong Kong,HKD,BBG000QS9QR3,B8GLST7,KYG2125D1007,,0.225000,356500.000000,652.998456,14,1410,141010,14101013,Common Stock,10000,,
1063 HK Equity,1063,Hong Kong,HKD,BBG000BKNWZ8,BHBF4W2,BMG8571C2239,,0.017000,12777130.000000,258.667432,18,1810,181010,18101013,Common Stock,10000,,
1064 HK Equity,1064,Hong Kong,HKD,BBG000BH4PH1,BYTH128,BMG9890M1819,,0.270000,44750.000000,163.516460,14,1415,141510,14151014,Common Stock,5000,,
1065 HK Equity,1065,Hong Kong,HKD,BBG000BKNFJ3,6908283,CNE1000004G9,,3.600000,707704.400000,1224.000000,19,1910,191012,19101212,Common Stock,2000,,
1066 HK Equity,1066,Hong Kong,HKD,BBG000LFJVD9,6742340,CNE100000171,,6.160000,12108570.000000,11603.791116,15,1512,151210,15121011,Common Stock,4000,,
1068 HK Equity,1068,Hong Kong,HKD,BBG000HDP237,B0D01C5,BMG211591018,,1.080000,2242776.000000,1968.576102,12,1210,121011,12101115,Common Stock,1000,,
1069 HK Equity,1069,Hong Kong,HKD,BBG000PLKXR1,BZ21P11,KYG2152L1169,,0.062000,6163442.000000,683.501666,17,1713,171310,17131013,Common Stock,20000,,
106 HK Equity,106,Hong Kong,HKD,BBG000BDVSP5,BD5J325,BMG5370A1018,,0.960000,1806206.000000,3760.868123,14,1415,141512,14151211,Common Stock,4000,,
1070 HK Equity,1070,Hong Kong,HKD,BBG000BVZFN1,6193788,KYG8701T1388,,3.820000,3813646.000000,8913.542592,18,1810,181011,18101112,Common Stock,1000,,
1071 HK Equity,1071,Hong Kong,HKD,BBG000D3FXL6,6142780,CNE1000003D8,,3.670000,17176130.000000,6302.247312,19,1910,191011,,Common Stock,2000,,
1072 HK Equity,1072,Hong Kong,HKD,BBG000C9PP94,6278566,CNE100000304,,4.910000,1268217.000000,1669.400000,16,1611,161111,16111110,Common Stock,200,,
1073 HK Equity,1073,Hong Kong,HKD,BBG000F0TQP6,6197746,KYG2106H1048,,0.245000,0.000000,245.432478,12,1211,121110,12111010,Common Stock,2000,,
1075 HK Equity,1075,Hong Kong,HKD,BBG000LH0C01,6430463,CNE1000000X2,,0.430000,334200.000000,333.034140,18,1814,181410,18141011,Common Stock,6000,,
1076 HK Equity,1076,Hong Kong,HKD,BBG000BGN2N6,BYM8MQ9,BMG4769M1156,,0.079000,12113690.000000,11295.799807,11,1116,111610,,Common Stock,20000,,
1079 HK Equity,1079,Hong Kong,HKD,BBG000BCH4P6,6195494,BMG709641044,,0.860000,4461900.000000,1140.963496,18,1810,181015,18101512,Common Stock,2000,,
107 HK Equity,107,Hong Kong,HKD,BBG000BCWL08,6055877,CNE100000494,,2.480000,1572900.000000,2220.393600,16,1615,161512,16151211,Common Stock,2000,,
1080 HK Equity,1080,Hong Kong,HKD,BBG000PYSSJ5,B56FB99,KYG811661035,,0.221000,1759650.000000,723.634798,16,1613,161310,16131012,Common Stock,1500,,
1082 HK Equity,1082,Hong Kong,HKD,BBG001R5SRC3,BYZMLM7,BMG4588S1456,,0.495000,333200.000000,271.047586,11,1115,111511,,Common Stock,8000,,
1083 HK Equity,1083,Hong Kong,HKD,BBG000HG7WR8,6345460,KYG8972T1067,,7.940000,2430413.000000,22311.621462,19,1910,191012,19101211,Common Stock,1000,,
1085 HK Equity,1085,Hong Kong,HKD,BBG001BGCFB0,B4Z2RB8,SG1T38930320,,1.990000,56900.000000,772.120000,16,1611,161114,16111411,Common Stock,2000,,
1086 HK Equity,1086,Hong Kong,HKD,BBG0018PXWC3,B5VVFL2,KYG398141013,,4.310000,2180959.000000,7189.179845,11,1113,111313,,Common Stock,1000,,
1087 HK Equity,1087,Hong Kong,HKD,BBG00187F881,BD499T5,KYG4923B1041,,0.300000,1501800.000000,351.000000,18,1812,181210,,Common Stock,1000,,
1088 HK Equity,1088,Hong Kong,HKD,BBG000BX4MS1,B09N7M0,CNE1000002R0,,17.660000,26546250.000000,60018.966950,13,1310,131016,13101610,Common Stock,500,,
1089 HK Equity,1089,Hong Kong,HKD,BBG001CMJM06,BW2V4N5,KYG5471S1003,,3.530000,10599200.000000,10840.312300,18,1812,181210,18121016,Common Stock,5000,,
108 HK Equity,108,Hong Kong,HKD,BBG000BDTPV7,6151496,HK0108000628,,0.990000,1841850.000000,2705.470006,11,1114,111413,11141312,Common Stock,2000,,
1090 HK Equity,1090,Hong Kong,HKD,BBG00193KCB0,B5PGG21,KYG2744A1076,,2.530000,27500.000000,3150.330700,17,1714,171412,17141211,Common Stock,2000,,
1091 HK Equity,1091,Hong Kong,HKD,BBG0018D05S8,B5N4TM8,BMG2202Z1077,,0.560000,10659290.000000,1919.937040,17,1715,171510,17151018,Common Stock,1000,,
1093 HK Equity,1093,Hong Kong,HKD,BBG000C3N3B5,6191997,HK1093012172,,21.550000,35211240.000000,134537.046585,15,1510,151012,,Common Stock,2000,,
1094 HK Equity,1094,Hong Kong,HKD,BBG000NDJLN3,BF7TLN4,BMG2157R1189,,0.094000,1070820.000000,164.020342,18,1814,181410,18141010,Common Stock,8000,,
1096 HK Equity,1096,Hong Kong,HKD,BBG0021XWPL7,BZ1BTJ8,KYG817001095,,0.129000,677600.000000,207.238296,11,1110,111010,,Common Stock,2000,,
1097 HK Equity,1097,Hong Kong,HKD,BBG000BC6DN0,6193937,HK1097008929,,0.129000,2929801.000000,800.576600,10,1010,101012,10101211,Common Stock,10000,,
1098 HK Equity,1098,Hong Kong,HKD,BBG000H0CVF2,6750848,BMG760581097,,15.320000,660434.000000,11479.836191,14,1415,141510,,Common Stock,1000,,
1099 HK Equity,1099,Hong Kong,HKD,BBG000VWV3Z5,B3ZVDV0,CNE100000FN7,,33.150000,5379350.000000,39541.676031,15,1511,151112,15111210,Common Stock,400,,
109 HK Equity,109,Hong Kong,HKD,BBG000BXPZ63,6539876,BMG4094B1072,,0.204000,673015.900000,1449.318816,14,1412,141214,14121412,Common Stock,10000,,
10 HK Equity,10,Hong Kong,HKD,BBG000BDWB08,6408352,HK0010000088,,21.950000,1252950.000000,29887.520412,14,1415,141510,,Common Stock,1000,,
1100 HK Equity,1100,Hong Kong,HKD,BBG000DS02K6,6311933,BMG5754W1091,,1.180000,16000.000000,478.281475,11,1110,111010,11101017,Common Stock,2000,,
1101 HK Equity,1101,Hong Kong,HKD,BBG000P3FQZ3,BYY6N24,KYG2116D1198,,0.122000,2155060.000000,375.361244,16,1614,161412,16141210,Common Stock,2000,,
1102 HK Equity,1102,Hong Kong,HKD,BBG000PNNG46,B1W0J96,KYG315661218,,0.137000,2212650.000000,1239.554647,13,1310,131011,,Common Stock,2000,,
1103 HK Equity,1103,Hong Kong,HKD,BBG000H90V48,B0CNG86,CNE100000429,,0.066000,19592530.000000,409.337268,17,1710,171013,17101310,Common Stock,8000,,
1104 HK Equity,1104,Hong Kong,HKD,BBG000BDTN15,BDFZFJ4,BMG0403V2062,,1.210000,134440.700000,962.285551,17,1715,171514,,Common Stock,20000,,
1105 HK Equity,1105,Hong Kong,HKD,BBG000H17HC0,B1528K3,BMG8196H1280,,0.920000,416400.000000,796.817830,10,1010,101013,10101310,Common Stock,2000,,
1106 HK Equity,1106,Hong Kong,HKD,BBG000NL6WZ2,BYPJY63,KYG8165Z2080,,0.255000,52739000.000000,3171.144364,17,1712,171210,17121013,Common Stock,20000,,
1107 HK Equity,1107,Hong Kong,HKD,BBG004S6KVF0,BC5ZFS6,KYG618221058,,1.330000,1034030.000000,3696.201138,14,1415,141510,,Common Stock,2000,,
1108 HK Equity,1108,Hong Kong,HKD,BBG000DB1BB2,6538914,CNE1000003Q0,,3.000000,569060.000000,750.000000,17,1711,171112,17111212,Common Stock,2000,,
1109 HK Equity,1109,Hong Kong,HKD,BBG000HPNDX5,6193766,KYG2108Y1052,,28.800000,13304230.000000,199611.059875,14,1415,141510,14151014,Common Stock,2000,,
110 HK Equity,110,Hong Kong,HKD,BBG000C9XJ53,6213794,BMG2154Z1059,,0.203000,149200.000000,186.309227,11,1119,111912,11191210,Common Stock,2000,,
1110 HK Equity,1110,Hong Kong,HKD,BBG0018XVPC3,B5SLWT2,KYG5268M1006,,1.060000,113200.000000,659.850000,15,1511,151112,15111210,Common Stock,4000,,
1111 HK Equity,1111,Hong Kong,HKD,BBG000D9Y6V0,6525035,HK1111036765,,14.660000,43436.300000,9565.650000,14,1411,141111,,Common Stock,1000,,
1112 HK Equity,1112,Hong Kong,HKD,BBG0019R2RP9,BF5L8M0,KYG4387E1070,,59.050000,1279416.000000,37779.334602,12,1210,121011,12101118,Common Stock,500,,
1113 HK Equity,1113,Hong Kong,HKD,BBG007WDD4B5,BYZQ077,KYG2177B1014,,60.550000,5518284.000000,223883.534175,14,1415,141510,,Common Stock,500,,
1114 HK Equity,1114,Hong Kong,HKD,BBG000BPMDN3,6181482,BMG1368B1028,,10.600000,29761450.000000,53479.855513,11,1111,111110,11111010,Common Stock,2000,,
1115 HK Equity,1115,Hong Kong,HKD,BBG001R5SQ08,B5BQTQ0,KYG886121097,,3.000000,270336.800000,7706.679000,12,1210,121012,12101211,Common Stock,1000,,
1116 HK Equity,1116,Hong Kong,HKD,BBG000P8FBL0,B01FYL2,KYG5906L1005,,0.123000,0.000000,114.090327,17,1714,171412,,Common Stock,4000,,
1117 HK Equity,1117,Hong Kong,HKD,BBG0018VNPG2,B3PZ2V5,KYG215791008,,1.320000,1017559.000000,8093.456852,12,1210,121011,12101112,Common Stock,1000,,
1118 HK Equity,1118,Hong Kong,HKD,BBG000DCND04,6261050,BMG2618A1009,,0.870000,4000.000000,488.872575,17,1714,171412,,Common Stock,10000,,
111 HK Equity,111,Hong Kong,HKD,BBG000C0L7M2,6279871,BMG2143M1082,,0.710000,203900.000000,455.255976,14,1410,141013,14101310,Common Stock,2000,,
1120 HK Equity,1120,Hong Kong,HKD,BBG000HPM8L0,6051637,BMG0505B1081,,2.060000,24000.000000,790.319000,15,1512,151210,15121010,Common Stock,2000,,
1121 HK Equity,1121,Hong Kong,HKD,BBG001D9T1X3,B431869,KYG089061025,,0.500000,303400.000000,542.029804,11,1110,111010,11101013,Common Stock,2000,,
1122 HK Equity,1122,Hong Kong,HKD,BBG000DH0Q72,6718158,CNE1000003Y4,,2.260000,770284.100000,2799.353215,16,1614,161410,16141010,Common Stock,2000,,
1123 HK Equity,1123,Hong Kong,HKD,BBG000DL17Q3,6192365,BMG2106Y1075,,0.340000,20700.000000,403.008239,11,1119,111912,11191211,Common Stock,2000,,
1124 HK Equity,1124,Hong Kong,HKD,BBG000BG73H9,6077912,BMG2239B1239,,0.255000,1626700.000000,1067.397943,11,1112,111210,,Common Stock,2000,,
1125 HK Equity,1125,Hong Kong,HKD,BBG000BL7841,BF99X70,KYG5342X1227,,11.300000,15091.650000,3695.598714,14,1415,141510,,Common Stock,400,,
1126 HK Equity,1126,Hong Kong,HKD,BBG000BFZ736,6444497,HK1126010854,,5.310000,233085.000000,3594.153150,11,1113,111310,11131010,Common Stock,2000,,
1127 HK Equity,1127,Hong Kong,HKD,BBG001V9W490,BYW5K44,BMG6577U1062,,1.370000,74298.000000,1054.900000,11,1114,111413,11141310,Common Stock,4000,,
1128 HK Equity,1128,Hong Kong,HKD,BBG000PF3781,B4JSTL6,KYG981491007,,24.300000,13541770.000000,126286.093980,11,1116,111610,11161010,Common Stock,400,,
1129 HK Equity,1129,Hong Kong,HKD,BBG000BFWVF3,B7F0BG6,KYG2114E1355,,1.580000,4381290.000000,2522.532830,19,1910,191012,19101212,Common Stock,4000,,
112 HK Equity,112,Hong Kong,HKD,BBG000BDV3T6,6614557,HK0112012916,,4.430000,11287.800000,1500.733322,14,1415,141510,14151014,Common Stock,2000,,
1130 HK Equity,1130,Hong Kong,HKD,BBG000BJ2LV2,B7TXBW7,KYG215691430,,0.246000,3050357.000000,500.988376,17,1710,171010,17101012,Common Stock,4000,,
1131 HK Equity,1131,Hong Kong,HKD,BBG000BRF251,BFWMB94,BMG0130N1130,,1.670000,9722050.000000,10637.032570,13,1310,131016,13101610,Common Stock,5000,,
1132 HK Equity,1132,Hong Kong,HKD,BBG000DMMJ00,B1WSGK0,BMG6770K1291,,0.490000,4136750.000000,1371.837834,11,1118,111810,11181014,Common Stock,5000,,
1133 HK Equity,1133,Hong Kong,HKD,BBG000DX9GP0,6422761,CNE1000003C0,,2.480000,1599300.000000,1675.416080,16,1611,161111,16111110,Common Stock,2000,,
1135 HK Equity,1135,Hong Kong,HKD,BBG000GX7877,6052607,BMG0534R1088,,4.820000,85675.000000,1885.562310,10,1010,101011,10101110,Common Stock,500,,
1137 HK Equity,1137,Hong Kong,HKD,BBG000BJXQR2,6019356,HK0000065349,,2.900000,896463.300000,2356.921765,10,1010,101012,10101210,Common Stock,1000,,
1138 HK Equity,1138,Hong Kong,HKD,BBG000BLPS92,6782045,CNE1000002S8,,3.550000,4247161.000000,4600.800000,16,1617,161712,16171217,Common Stock,2000,,
1139 HK Equity,1139,Hong Kong,HKD,BBG000BCZ9P5,B6SFJT0,BMG9358V1946,,0.238000,0.000000,204.476852,11,1119,111911,11191112,Common Stock,16000,,
113 HK Equity,113,Hong Kong,HKD,BBG000BDVVX9,6266851,BMG275871231,,3.490000,173284.600000,1372.447145,11,1120,112013,11201310,Common Stock,500,,
1140 HK Equity,1140,Hong Kong,HKD,BBG000HCGY66,6601418,,,3.080000,4213200.000000,9048.103680,14,1410,141010,14101013,Common Stock,4000,,
1141 HK Equity,1141,Hong Kong,HKD,BBG000C1QRY8,BF332R1,BMG2233G1024,,0.415000,33661610.000000,19237.730758,14,1413,141310,14131011,Common Stock,10000,,
1142 HK Equity,1142,Hong Kong,HKD,BBG000FNC384,B6VLK47,KYG813461509,,0.104000,133655.000000,125.681454,17,1715,171514,,Common Stock,10000,,
1143 HK Equity,1143,Hong Kong,HKD,BBG001D9T261,BYY6NK2,KYG2119R1074,,0.115000,9373700.000000,683.710811,18,1810,181010,18101013,Common Stock,4000,,
1145 HK Equity,1145,Hong Kong,HKD,BBG001RZ73G9,BDZSB17,BMG246371030,,0.500000,243430.000000,228.688392,16,1617,161712,16171212,Common Stock,1000,,
1146 HK Equity,1146,Hong Kong,HKD,BBG001R0MB44,B4Z4LF6,KYG2115H1039,,0.236000,167100.000000,813.126200,11,1110,111010,11101010,Common Stock,2000,,
1148 HK Equity,1148,Hong Kong,HKD,BBG0046BTR09,B9Q97Z7,KYG9830E1098,,0.810000,1110550.000000,1038.591553,11,1111,111111,11111119,Common Stock,1000,,
1149 HK Equity,1149,Hong Kong,HKD,BBG000BMXLY8,6715182,KYG0400P1037,,0.385000,0.000000,1178.480002,16,1611,161110,16111013,Common Stock,4000,,
114 HK Equity,114,Hong Kong,HKD,BBG000BDWGG0,6420572,BMG4410A1062,,0.950000,35500.000000,574.266225,11,1113,111310,11131010,Common Stock,5000,,
1150 HK Equity,1150,Hong Kong,HKD,BBG001P2S219,B4T26H3,KYG611701098,,0.165000,1022750.000000,134.249445,11,1120,112017,,Common Stock,2000,,
1151 HK Equity,1151,Hong Kong,HKD,BBG001VDS3H9,B5KZMK3,SG1B09007736,,11.480000,0.000000,2145.841164,18,1810,181016,18101614,Common Stock,500,,
1152 HK Equity,1152,Hong Kong,HKD,BBG0025SP9Z3,BG311Q4,,,0.395000,34800.000000,387.890000,14,1412,141210,14121010,Common Stock,2000,,
1155 HK Equity,1155,Hong Kong,HKD,BBG000RHFJ59,B1Z4S76,KYG202011022,,0.290000,0.000000,244.024801,18,1810,181010,18101013,Common Stock,1000,,
1157 HK Equity,1157,Hong Kong,HKD,BBG0019N3YK7,B544N70,CNE100000X85,,3.120000,6630941.000000,4331.206108,16,1612,161211,16121110,Common Stock,200,,
1159 HK Equity,1159,Hong Kong,HKD,BBG000BP0YW1,BF12FX7,BMG5137Y1030,,2.100000,25475.000000,1414.486078,10,1010,101012,,Common Stock,500,,
115 HK Equity,115,Hong Kong,HKD,BBG000BK0TP1,BLLHFX4,BMG4054H1447,,0.124000,11984380.000000,303.744712,14,1415,141510,,Common Stock,10000,,
1160 HK Equity,1160,Hong Kong,HKD,BBG000BRYDC8,B00JWY4,BMG4133S1035,,1.760000,0.000000,304.128000,14,1412,141214,14121410,Common Stock,100000,,
1161 HK Equity,1161,Hong Kong,HKD,BBG000DTWNF9,6512338,KYG9477E1070,,1.030000,525627.100000,699.836347,11,1115,111514,11151410,Common Stock,2000,,
1164 HK Equity,1164,Hong Kong,HKD,BBG000M34183,B755514,KYG2029E1052,,0.440000,553360.000000,2904.300364,17,1715,171510,17151017,Common Stock,5000,,
1165 HK Equity,1165,Hong Kong,HKD,BBG001S48KK3,BSVXBC2,KYG8116S1057,,0.335000,7883139.000000,1445.240649,13,1311,131111,13111110,Common Stock,2000,,
1166 HK Equity,1166,Hong Kong,HKD,BBG000HSSS34,BWT5T46,BMG8252G2207,,1.090000,12652460.000000,2577.885251,17,1715,171510,17151012,Common Stock,20000,,
1168 HK Equity,1168,Hong Kong,HKD,BBG000C35KG2,6117391,BMG8165B1028,,0.840000,1294300.000000,2974.534779,14,1415,141510,14151012,Common Stock,2000,,
1169 HK Equity,1169,Hong Kong,HKD,BBG000BXJJK0,B1TL3R8,BMG423131256,,24.150000,5683447.000000,67818.112665,11,1119,111912,,Common Stock,1000,,
116 HK Equity,116,Hong Kong,HKD,BBG000BDV922,6193681,BMG2113M1203,,14.480000,117762.900000,9809.244320,11,1120,112016,11201610,Common Stock,1000,,
1170 HK Equity,1170,Hong Kong,HKD,BBG000DLJ8S0,6492098,BMG5256W1029,,2.050000,321656.000000,1421.677962,11,1110,111010,11101013,Common Stock,2000,,
1171 HK Equity,1171,Hong Kong,HKD,BBG000BKZ1H3,6109893,CNE1000004Q8,,9.960000,26819350.000000,19442.079360,13,1310,131016,13101610,Common Stock,2000,,
