PARSEKYABLE_DES_SOURCE,ID_EXCH_SYMBOL,PRIMARY_EXCHANGE_NAME,CRNCY,ID_BB_GLOBAL,ID_SEDOL1,ID_ISIN,ID_CUSIP,PX_CLOSE,VOLUME_AVG_20D,CURRENT_MARKET_CAP_SHARE_CLASS,BICS_LEVEL_1_SECTOR_CODE,BICS_LEVEL_2_INDUSTRY_GROUP_CODE,BICS_LEVEL_3_INDUSTRY_CODE,BICS_LEVEL_4_SUB_INDUSTRY_CODE,SECURITY_TYP,PX_ROUND_LOT_SIZE,FUT_CONTRACT_SIZE_REALTIME,FUT_TICK_SIZE
436 HK Equity,436,Hong Kong,HKD,BBG000BVF403,B1L6NT3,KYG6493Q1718,,0.530000,788000.000000,1608.919420,16,1618,161812,16181212,Common Stock,20000,,
438 HK Equity,438,Hong Kong,HKD,BBG000C017M4,B04MB64,CNE1000003H9,,0.790000,1826600.000000,498.396306,18,1810,181016,18101611,Common Stock,2000,,
439 HK Equity,439,Hong Kong,HKD,BBG000BFK8S3,BQXKC13,BMG5326A1062,,0.870000,79665140.000000,5356.528108,17,1713,171311,17131111,Common Stock,1000,,
43 HK Equity,43,Hong Kong,HKD,BBG000BDVLN2,6693512,BMG715071343,,0.730000,2783757.000000,17572.441179,12,1210,121010,12101010,Common Stock,2000,,
440 HK Equity,440,Hong Kong,HKD,BBG000BCSV01,6249799,HK0440001847,,49.950000,262999.900000,16737.001245,14,1411,141111,14111111,Common Stock,400,,
442 HK Equity,442,Hong Kong,HKD,BBG00875MNZ0,BF2WPG9,KYG4488W1050,,2.020000,7300.000000,348.652000,11,1120,112016,11201610,Common Stock,1000,,
444 HK Equity,444,Hong Kong,HKD,BBG000QZV2F8,BQPTLG6,KYG814791268,,0.108000,916550.000000,652.746600,11,1119,111914,11191414,Common Stock,10000,,
445 HK Equity,445,Hong Kong,HKD,BBG000DVHW61,BDT5SY6,,,0.315000,2790750.000000,4558.649908,16,1611,161110,16111013,Common Stock,5000,,
449 HK Equity,449,Hong Kong,HKD,BBG000N6FNM9,B3MVH55,KYG4463T1013,,0.079000,1472500.000000,666.300062,16,1611,161110,16111011,Common Stock,2000,,
44 HK Equity,44,Hong Kong,HKD,BBG000BDWL06,6435264,HK0044000302,,69.200000,111652.200000,11509.679620,16,1617,161716,16171610,Common Stock,400,,
450 HK Equity,450,Hong Kong,HKD,BBG000BFPP19,6445014,HK0450001869,,1.560000,387800.000000,1416.269359,17,1712,171211,,Common Stock,2000,,
451 HK Equity,451,Hong Kong,HKD,BBG000BG3X87,BSNLDG2,BMG3775G1380,,0.345000,18430340.000000,6580.431827,19,1910,191011,19101112,Common Stock,2000,,
455 HK Equity,455,Hong Kong,HKD,BBG000BG6264,B86MD06,KYG887471038,,0.246000,149800.000000,528.999847,15,1510,151012,,Common Stock,2000,,
456 HK Equity,456,Hong Kong,HKD,BBG000BF0FX3,B84B606,KYG648311036,,0.490000,6714695.000000,1625.352070,11,1112,111210,,Common Stock,20000,,
458 HK Equity,458,Hong Kong,HKD,BBG000BF0PZ9,6904515,BMG9074C1082,,1.750000,5050.000000,475.312693,11,1110,111010,11101010,Common Stock,1000,,
459 HK Equity,459,Hong Kong,HKD,BBG000DR25W6,BYXGD92,KYG6103P1182,,0.300000,275796.400000,541.584782,14,1415,141512,14151213,Common Stock,10000,,
45 HK Equity,45,Hong Kong,HKD,BBG000BDWVZ6,6436386,HK0045000319,,11.040000,267537.300000,17746.327179,11,1116,111612,11161210,Common Stock,500,,
460 HK Equity,460,Hong Kong,HKD,BBG0016NP3X0,B4X3RF7,BMG8162K1137,,1.600000,13242520.000000,15153.731530,15,1510,151013,,Common Stock,1000,,
462 HK Equity,462,Hong Kong,HKD,BBG000BZSGC0,B09QV94,KYG6401U1085,,2.200000,0.000000,5959.320902,12,1210,121011,12101112,Common Stock,4000,,
464 HK Equity,464,Hong Kong,HKD,BBG000GM6ZC6,B08R994,KYG523301003,,2.610000,1974900.000000,1163.136060,11,1112,111211,11121112,Common Stock,4000,,
465 HK Equity,465,Hong Kong,HKD,BBG000PXRPC1,B4N88W6,KYG369921088,,0.910000,32000.000000,283.237500,11,1119,111912,11191210,Common Stock,2000,,
467 HK Equity,467,Hong Kong,HKD,BBG000BDSCW6,B0FXSY3,BMG9231L1081,,1.110000,5554909.000000,29181.248906,13,1310,131011,13101110,Common Stock,2000,,
468 HK Equity,468,Hong Kong,HKD,BBG0019G8J20,B3ZNGT5,KYG407691040,,5.150000,957964.900000,6885.647850,17,1712,171210,17121012,Common Stock,1000,,
469 HK Equity,469,Hong Kong,HKD,BBG000QKQ7Y5,B1WC497,KYG1892A1094,,0.395000,174200.000000,333.601137,18,1811,181111,18111111,Common Stock,4000,,
46 HK Equity,46,Hong Kong,HKD,BBG000BD47H0,6115113,BMG2335C1082,,2.910000,19600.000000,726.011197,18,1814,181410,18141010,Common Stock,2000,,
471 HK Equity,471,Hong Kong,HKD,BBG000JDM6K0,BDC7043,KYG2237A1682,,0.130000,5184680.000000,341.394404,18,1811,181111,18111114,Common Stock,4000,,
472 HK Equity,472,Hong Kong,HKD,BBG000BQHZV9,BYZWFK3,BMG6479N1011,,0.740000,246375.000000,2373.617839,12,1210,121012,12101210,Common Stock,10000,,
474 HK Equity,474,Hong Kong,HKD,BBG000C55KQ6,BPRC218,KYG4289B1106,,0.260000,859035.000000,1273.489829,17,1712,171210,,Common Stock,6000,,
475 HK Equity,475,Hong Kong,HKD,BBG000R2WT88,B803BD4,KYG9897H1020,,1.130000,5900.000000,372.961020,11,1110,111010,11101016,Common Stock,2000,,
476 HK Equity,476,Hong Kong,HKD,BBG000GS2891,BN78D42,BMG2117G1033,,0.120000,1173878.000000,604.325616,11,1111,111111,,Common Stock,10000,,
479 HK Equity,479,Hong Kong,HKD,BBG000C14WJ8,6533254,BMG2142A1541,,0.086000,8809276.000000,372.822543,18,1813,181310,,Common Stock,20000,,
47 HK Equity,47,Hong Kong,HKD,BBG000BDWXQ2,B2RB6F6,KYG463AM1037,,0.162000,937488.900000,1631.409949,11,1116,111613,11161310,Common Stock,4000,,
480 HK Equity,480,Hong Kong,HKD,BBG000BDWHB3,6159672,KYG4520J1040,,4.970000,199880.000000,6710.863604,14,1415,141510,,Common Stock,800,,
482 HK Equity,482,Hong Kong,HKD,BBG000GFY7R6,B0CVMZ9,BMG780521008,,0.082000,386700.000000,268.863677,18,1810,181010,18101013,Common Stock,2000,,
483 HK Equity,483,Hong Kong,HKD,BBG000GGLZR6,B0838N9,KYG1080K1094,,1.490000,170400.000000,547.396200,11,1120,112017,,Common Stock,2000,,
484 HK Equity,484,Hong Kong,HKD,BBG0058W3C81,BF21WZ4,KYG363361083,,8.200000,131210.000000,1133.642103,18,1812,181210,18121016,Common Stock,100,,
485 HK Equity,485,Hong Kong,HKD,BBG000BDZW81,BYY4VB3,BMG2161L1072,,0.096000,244750.000000,381.772566,18,1810,181011,18101113,Common Stock,20000,,
486 HK Equity,486,Hong Kong,HKD,BBG000W4XX79,B5BCW81,JE00B5BCW814,,2.460000,31181840.000000,37374.816561,17,1715,171510,17151010,Common Stock,1000,,
487 HK Equity,487,Hong Kong,HKD,BBG000QDGFD7,B03TJ39,BMG8550S1089,,0.285000,719713.300000,1404.049991,11,1118,111811,11181112,Common Stock,4000,,
488 HK Equity,488,Hong Kong,HKD,BBG000BDXTV4,BYTQH83,HK0000356821,,13.400000,318159.300000,8121.426628,14,1415,141510,,Common Stock,300,,
489 HK Equity,489,Hong Kong,HKD,BBG000PCLZV0,B0PH5N3,CNE100000312,,7.650000,12936310.000000,21846.349800,11,1111,111110,11111010,Common Stock,2000,,
48 HK Equity,48,Hong Kong,HKD,BBG0016M5Z81,BFZBVH6,KYG211351195,,0.075000,552500.000000,149.299200,11,1112,111211,11121111,Common Stock,10000,,
491 HK Equity,491,Hong Kong,HKD,BBG000BG8SB9,BYV3T64,BMG3036H1079,,0.105000,1600039.000000,337.400793,11,1118,111810,11181014,Common Stock,20000,,
493 HK Equity,493,Hong Kong,HKD,BBG000BB97R8,B01Z8S7,BMG3978C1249,,0.820000,82314440.000000,17677.254486,11,1120,112012,11201212,Common Stock,1000,,
494 HK Equity,494,Hong Kong,HKD,BBG000BG9WZ3,6286257,BMG5485F1692,,2.700000,23333460.000000,22868.882296,11,1119,111914,11191411,Common Stock,2000,,
495 HK Equity,495,Hong Kong,HKD,BBG000BNK2Y2,6667960,BMG687521317,,0.220000,12000.000000,315.943478,11,1112,111210,,Common Stock,5000,,
496 HK Equity,496,Hong Kong,HKD,BBG000BNXFT5,B0LNRS4,KYG5216Q1047,,3.400000,2279052.000000,5078.365395,11,1110,111011,11101110,Common Stock,1000,,
497 HK Equity,497,Hong Kong,HKD,BBG000BB31P9,B1WSH52,BMG2581C1091,,0.430000,19561710.000000,4315.948561,14,1415,141510,,Common Stock,10000,,
498 HK Equity,498,Hong Kong,HKD,BBG000BNZ9K6,6129288,BMG7304P1059,,0.141000,1278100.000000,778.260861,16,1617,161716,16171611,Common Stock,2000,,
499 HK Equity,499,Hong Kong,HKD,BBG000BDXM03,BTDCHD7,BMG7305Q1024,,0.740000,781460.000000,369.464743,14,1415,141510,14151014,Common Stock,2000,,
4 HK Equity,4,Hong Kong,HKD,BBG000BD5H69,6435576,HK0004000045,,26.100000,4017571.000000,79514.363235,14,1415,141510,14151014,Common Stock,1000,,
500 HK Equity,500,Hong Kong,HKD,BBG000BC1VS0,BLC7K05,BMG3729C1001,,1.380000,468570.900000,2952.790144,16,1617,161710,,Common Stock,1000,,
503 HK Equity,503,Hong Kong,HKD,BBG000QSK7X5,B453KK1,KYG5380M1033,,1.150000,339450.000000,477.250000,15,1510,151013,,Common Stock,1000,,
505 HK Equity,505,Hong Kong,HKD,BBG000R1N216,BZ6TPK0,KYG4644C1006,,1.080000,1361680.000000,924.002827,17,1715,171510,17151012,Common Stock,1000,,
506 HK Equity,506,Hong Kong,HKD,BBG000BDTMF2,6105738,BMG2154F1095,,4.280000,4048266.000000,11972.116135,12,1210,121012,12101211,Common Stock,2000,,
508 HK Equity,508,Hong Kong,HKD,BBG000BDV2Y2,B6VCPD4,BMG2763D1074,,0.690000,9298255.000000,4944.135423,14,1412,141211,14121111,Common Stock,5000,,
509 HK Equity,509,Hong Kong,HKD,BBG000KHQ9C8,B1JP6V5,KYG2091K1206,,0.229000,1316475.000000,1049.075757,17,1710,171010,17101012,Common Stock,5000,,
50 HK Equity,50,Hong Kong,HKD,BBG000BDWPG0,6435833,HK0050000345,,8.740000,33222.050000,3113.833737,14,1415,141510,,Common Stock,1000,,
510 HK Equity,510,Hong Kong,HKD,BBG000CSMJJ8,6520784,BMG1932V2045,,0.120000,2745515.000000,595.243151,14,1413,141310,,Common Stock,6000,,
511 HK Equity,511,Hong Kong,HKD,BBG000BF07T6,B87ZDH1,HK0000139300,,24.100000,713199.900000,10555.800000,10,1010,101013,10101311,Common Stock,100,,
512 HK Equity,512,Hong Kong,HKD,BBG000C3NM14,BZ2YNC7,BMG210A71198,,5.260000,2791946.000000,15047.075903,15,1510,151012,,Common Stock,4000,,
513 HK Equity,513,Hong Kong,HKD,BBG000BDVGC5,6189992,HK0000064516,,0.111000,478625.000000,758.261266,11,1110,111010,11101016,Common Stock,10000,,
515 HK Equity,515,Hong Kong,HKD,BBG000BPJXH0,B6R6CM8,KYG8706E1026,,0.070000,2265239.000000,158.563823,18,1810,181016,18101614,Common Stock,2000,,
517 HK Equity,517,Hong Kong,HKD,BBG000BG6XY5,6806280,BMG8114Z1014,,2.940000,427794.900000,4506.888961,16,1617,161716,16171611,Common Stock,2000,,
518 HK Equity,518,Hong Kong,HKD,BBG000BF0TG2,6907343,HK0518001976,,0.720000,145700.000000,334.135841,11,1110,111010,11101010,Common Stock,2000,,
519 HK Equity,519,Hong Kong,HKD,BBG000BDTDX2,6046611,BMG0428W1221,,0.550000,979502.100000,1377.808156,14,1415,141510,,Common Stock,5000,,
51 HK Equity,51,Hong Kong,HKD,BBG000BDWCC3,6408954,HK0051000351,,15.080000,9388.750000,10687.950000,14,1415,141510,14151014,Common Stock,1000,,
520 HK Equity,520,Hong Kong,HKD,BBG007LM5LP3,BTF4P59,KYG982971072,,17.320000,1757716.000000,18632.297361,11,1116,111613,11161311,Common Stock,500,,
521 HK Equity,521,Hong Kong,HKD,BBG000BDZ5B6,6773210,HK0521001989,,0.222000,7056895.000000,2530.799134,11,1118,111811,,Common Stock,10000,,
522 HK Equity,522,Hong Kong,HKD,BBG000BDTJ14,6002453,KYG0535Q1331,,95.450000,1509978.000000,38602.407580,18,1811,181110,18111010,Common Stock,100,,
524 HK Equity,524,Hong Kong,HKD,BBG000BCTK13,BF4HXZ7,BMG4077C1064,,0.300000,994405.000000,315.084000,10,1011,101110,10111011,Common Stock,10000,,
525 HK Equity,525,Hong Kong,HKD,BBG000GQR228,6388700,CNE100000379,,4.110000,4778768.000000,5882.643000,11,1117,111711,11171110,Common Stock,2000,,
526 HK Equity,526,Hong Kong,HKD,BBG000C328F3,6555010,BMG5538Q1050,,0.960000,3794100.000000,5450.917028,12,1210,121014,12101410,Common Stock,2000,,
527 HK Equity,527,Hong Kong,HKD,BBG000BGTDH3,BC7GYL3,KYG2118V1095,,0.590000,3412240.000000,1061.493072,13,1311,131111,13111111,Common Stock,4000,,
528 HK Equity,528,Hong Kong,HKD,BBG000BPG8Z8,B1KJF86,KYG525741032,,1.030000,72300.000000,648.568340,11,1110,111011,11101111,Common Stock,2000,,
529 HK Equity,529,Hong Kong,HKD,BBG000BGDKP5,6764797,BMG816841057,,4.250000,23600.000000,1181.358330,11,1119,111912,11191210,Common Stock,2000,,
52 HK Equity,52,Hong Kong,HKD,BBG000BG5MW2,6543048,BMG3305Y1619,,29.650000,164489.900000,3808.728702,11,1116,111613,11161310,Common Stock,500,,
530 HK Equity,530,Hong Kong,HKD,BBG000BFGHZ0,BWSRTH6,BMG3968F1370,,3.140000,968009.900000,21950.647255,14,1410,141010,14101013,Common Stock,2000,,
531 HK Equity,531,Hong Kong,HKD,BBG000BJMJ18,B0LMBV2,KYG7783W1006,,0.690000,1837300.000000,2152.047743,11,1112,111212,11121210,Common Stock,1000,,
532 HK Equity,532,Hong Kong,HKD,BBG000BF14M9,6977056,BMG9737M1055,,1.180000,29100.000000,860.748598,18,1813,181310,,Common Stock,2000,,
533 HK Equity,533,Hong Kong,HKD,BBG000BC9Z58,6374453,HK0533002009,,3.200000,140600.000000,3142.764912,11,1110,111010,11101012,Common Stock,1000,,
535 HK Equity,535,Hong Kong,HKD,BBG000BF09X7,B9M3N77,BMG3911S1035,,0.810000,11345170.000000,12857.870200,14,1415,141510,14151014,Common Stock,2000,,
536 HK Equity,536,Hong Kong,HKD,BBG000CN1673,B0MSY10,HK0536032532,,1.210000,280300.000000,961.506800,18,1810,181015,18101515,Common Stock,2000,,
538 HK Equity,538,Hong Kong,HKD,BBG000FRYD43,B1TNRD8,KYG0192S1093,,3.360000,684045.600000,3667.570435,11,1116,111613,11161311,Common Stock,1000,,
539 HK Equity,539,Hong Kong,HKD,BBG000GQK626,6179614,BMG9358Q1463,,0.127000,17844580.000000,639.031514,11,1110,111011,11101111,Common Stock,2000,,
53 HK Equity,53,Hong Kong,HKD,BBG000BDVTY3,6390363,BMG420981224,,128.500000,115295.300000,42283.101430,11,1116,111612,11161210,Common Stock,1000,,
540 HK Equity,540,Hong Kong,HKD,BBG003S1NF65,B8J6S44,KYG834551080,,0.550000,145200.000000,330.000000,11,1114,111416,,Common Stock,4000,,
542 HK Equity,542,Hong Kong,HKD,BBG000BFF676,BF2XNK2,,,0.260000,6839900.000000,1806.051010,14,1415,141510,14151014,Common Stock,8000,,
543 HK Equity,543,Hong Kong,HKD,BBG000NZTGC6,B29TFJ5,KYG9684P1019,,1.150000,154685.300000,1304.164017,10,1010,101015,10101511,Common Stock,1000,,
544 HK Equity,544,Hong Kong,HKD,BBG000DLD414,6300522,BMG2619Y1232,,0.088000,523300.000000,214.042752,14,1415,141510,14151013,Common Stock,20000,,
546 HK Equity,546,Hong Kong,HKD,BBG000CZX8J4,B1P1JS5,KYG368441195,,3.620000,3820391.000000,9219.177214,17,1710,171012,17101218,Common Stock,1000,,
547 HK Equity,547,Hong Kong,HKD,BBG000BGB7L0,BH7SVD5,BMG2870G1006,,0.136000,43456660.000000,3620.052637,14,1413,141310,14131012,Common Stock,10000,,
548 HK Equity,548,Hong Kong,HKD,BBG000J3X2S1,6848743,CNE100000478,,7.360000,1976998.000000,5501.600000,16,1615,161512,16151211,Common Stock,2000,,
54 HK Equity,54,Hong Kong,HKD,BBG000BDWY62,6140290,HK0000051067,,27.650000,392417.100000,24017.360171,14,1415,141510,14151014,Common Stock,500,,
550 HK Equity,550,Hong Kong,HKD,BBG000BZS5V3,BF00P10,,,1.500000,280500.000000,558.921000,10,1010,101013,10101310,Common Stock,2000,,
551 HK Equity,551,Hong Kong,HKD,BBG000BG82F2,6586537,BMG988031446,,24.050000,2607342.000000,39326.018538,11,1110,111010,11101014,Common Stock,500,,
552 HK Equity,552,Hong Kong,HKD,BBG000BHXR94,B1HVJ16,CNE1000002G3,,5.020000,5358965.000000,12004.929605,16,1615,161512,16151210,Common Stock,2000,,
553 HK Equity,553,Hong Kong,HKD,BBG000GPNDM8,6623371,CNE1000003T4,,2.770000,702200.000000,670.340000,16,1611,161114,16111412,Common Stock,2000,,
554 HK Equity,554,Hong Kong,HKD,BBG000BCNPT8,6518444,KYG4382G1073,,0.230000,314500.000000,858.506740,13,1310,131012,13101210,Common Stock,2000,,
555 HK Equity,555,Hong Kong,HKD,BBG000C5JZV2,6727284,BMG7541U1071,,0.021000,27954750.000000,315.897603,11,1116,111610,,Common Stock,25000,,
556 HK Equity,556,Hong Kong,HKD,BBG000R09642,B29Y631,KYG6883P1063,,1.490000,751100.000000,1251.600000,16,1618,161811,,Common Stock,2000,,
557 HK Equity,557,Hong Kong,HKD,BBG000BFF2Y5,BYVNLK2,KYG8442J1004,,1.280000,116384.600000,510.693791,11,1116,111612,11161210,Common Stock,2000,,
558 HK Equity,558,Hong Kong,HKD,BBG000Q234C1,B1FQ7Y2,KYG5548P1054,,1.170000,1211875.000000,1393.780050,16,1612,161217,,Common Stock,2500,,
559 HK Equity,559,Hong Kong,HKD,BBG000BC7GM3,BZ1BTH6,BMG2743V1028,,0.034000,15188800.000000,533.648078,12,1211,121111,12111120,Common Stock,30000,,
55 HK Equity,55,Hong Kong,HKD,BBG000BDWZJ5,BYXH942,BMG6433R1319,,0.475000,185255.000000,120.478742,11,1114,111413,,Common Stock,10000,,
560 HK Equity,560,Hong Kong,HKD,BBG000BJ93S9,6195319,HK0560006634,,1.860000,319600.100000,2085.370406,16,1617,161712,,Common Stock,2000,,
563 HK Equity,563,Hong Kong,HKD,BBG000BBQ7B6,6433882,BMG8065B1037,,1.430000,3634425.000000,6879.691660,11,1112,111210,,Common Stock,2000,,
564 HK Equity,564,Hong Kong,HKD,BBG003DC8NP6,B91ZFY5,CNE100001LY0,,3.480000,691430.000000,846.455016,16,1612,161214,16121411,Common Stock,200,,
565 HK Equity,565,Hong Kong,HKD,BBG000PZXDQ1,BD5F4Z3,KYG0583P1028,,0.270000,51250.000000,725.977394,14,1415,141510,14151017,Common Stock,5000,,
566 HK Equity,566,Hong Kong,HKD,BBG000BMM897,BRJ8XY8,BMG4288J1062,,3.910000,0.000000,164789.593348,13,1311,131111,13111110,Common Stock,2000,,
567 HK Equity,567,Hong Kong,HKD,BBG000BFF5J5,6480167,BMG2624V1063,,0.248000,336600.000000,142.908459,18,1810,181016,18101614,Common Stock,2000,,
568 HK Equity,568,Hong Kong,HKD,BBG000NFPKR9,B00LNZ8,CNE1000001N1,,1.330000,641660.100000,340.648112,13,1310,131015,13101511,Common Stock,400,,
569 HK Equity,569,Hong Kong,HKD,BBG000RL56L1,B1Z98B5,KYG2112N1117,,1.190000,277200.000000,1221.253838,16,1612,161213,16121310,Common Stock,1000,,
56 HK Equity,56,Hong Kong,HKD,BBG000BDTBN7,6716378,HK0056039545,,1.750000,1083735.000000,11921.352555,14,1412,141211,,Common Stock,2000,,
570 HK Equity,570,Hong Kong,HKD,BBG000BDKMV3,6971779,HK0000056256,,6.220000,16529690.000000,31322.687519,15,1510,151012,,Common Stock,2000,,
571 HK Equity,571,Hong Kong,HKD,BBG000BFF435,6314103,BMG3135M1148,,1.270000,284100.000000,1894.655339,14,1415,141510,,Common Stock,2000,,
572 HK Equity,572,Hong Kong,HKD,BBG000KTM4M6,BD34Q01,KYG3707A1004,,0.117000,18117930.000000,1354.894099,14,1410,141010,14101013,Common Stock,4000,,
573 HK Equity,573,Hong Kong,HKD,BBG000Q7ZKH4,B1YZ9N3,KYG8672Y1089,,1.370000,182200.200000,1392.757070,11,1116,111613,11161311,Common Stock,1000,,
574 HK Equity,574,Hong Kong,HKD,BBG009CLF502,BZ0P5D7,KYG693781000,,0.455000,8796100.000000,484.376620,15,1511,151112,15111210,Common Stock,2000,,
575 HK Equity,575,Hong Kong,HKD,BBG000BCN7J9,BZ6CYX5,KYG7478U1206,,0.390000,15033180.000000,716.527961,14,1412,141214,14121410,Common Stock,10000,,
576 HK Equity,576,Hong Kong,HKD,BBG000BH72V3,6990763,CNE1000004S4,,6.790000,7255352.000000,9735.872055,16,1615,161512,16151211,Common Stock,2000,,
577 HK Equity,577,Hong Kong,HKD,BBG000GM1662,BD2YZZ0,,,0.820000,2830124.000000,830.622043,16,1615,161513,,Common Stock,2000,,
578 HK Equity,578,Hong Kong,HKD,BBG000BC4W96,B8DGNN4,BMG763781272,,0.085000,244000.000000,88.414764,13,1310,131016,13101610,Common Stock,10000,,
579 HK Equity,579,Hong Kong,HKD,BBG001R4X8G8,B688XD1,CNE100001336,,1.760000,4239149.000000,4980.231168,19,1910,191011,19101110,Common Stock,2000,,
57 HK Equity,57,Hong Kong,HKD,BBG000BDVQT5,6189646,BMG208741063,,1.950000,133400.000000,1229.536620,16,1612,161217,16121711,Common Stock,2000,,
580 HK Equity,580,Hong Kong,HKD,BBG0016TX901,B413YH0,KYG857AW1047,,1.370000,544479.100000,2213.400770,16,1611,161114,,Common Stock,2000,,
581 HK Equity,581,Hong Kong,HKD,BBG000KVJ7T1,6741013,BMG2108V1019,,6.230000,11780310.000000,23191.604870,17,1714,171412,,Common Stock,2000,,
582 HK Equity,582,Hong Kong,HKD,BBG000MS8VK4,BFWY6S4,BMG5369T1788,,8.340000,2514016.000000,24477.055241,14,1415,141512,14151211,Common Stock,1200,,
583 HK Equity,583,Hong Kong,HKD,BBG000BFDDK8,BYWBRD0,BMG4079W1001,,1.440000,31800.000000,2257.553658,14,1410,141012,14101215,Common Stock,2000,,
585 HK Equity,585,Hong Kong,HKD,BBG000BR12Q3,BDT7P52,BMG476291940,,1.820000,3456176.000000,1254.747261,10,1010,101010,,Common Stock,8000,,
586 HK Equity,586,Hong Kong,HKD,BBG005NL89F2,BH7HM06,KYG2116J1085,,28.550000,4179268.000000,51525.612500,11,1114,111416,,Common Stock,500,,
587 HK Equity,587,Hong Kong,HKD,BBG000CZMXV7,6570886,KYG4638Y1008,,0.530000,0.000000,3813.623486,15,1510,151012,,Common Stock,4000,,
588 HK Equity,588,Hong Kong,HKD,BBG000BJJZJ7,6084268,CNE100000262,,2.600000,1099474.000000,1838.252000,14,1415,141510,,Common Stock,2000,,
589 HK Equity,589,Hong Kong,HKD,BBG000BYDN25,BYN5XT9,BMG7183G1015,,3.900000,1057875.000000,2162.368619,11,1120,112017,,Common Stock,500,,
58 HK Equity,58,Hong Kong,HKD,BBG000BJB9Z5,BZ15DZ4,BMG858331124,,0.185000,2438855.000000,173.197830,18,1810,181010,18101012,Common Stock,20000,,
590 HK Equity,590,Hong Kong,HKD,BBG000BJJQ61,6536156,BMG5695X1258,,28.150000,1568742.000000,16527.085977,11,1120,112016,11201610,Common Stock,1000,,
591 HK Equity,591,Hong Kong,HKD,BBG000PS6RS4,B4QL6N9,KYG211221091,,1.220000,0.000000,1265.750000,16,1612,161213,16121310,Common Stock,1000,,
592 HK Equity,592,Hong Kong,HKD,BBG000BZ3YV7,6113292,BMG1261P1095,,0.330000,370043.700000,540.848680,11,1120,112017,11201713,Common Stock,2000,,
593 HK Equity,593,Hong Kong,HKD,BBG000BN00Z7,BZ56P46,BMG8201D1204,,9.390000,6325.000000,2471.558229,14,1415,141510,14151015,Common Stock,500,,
595 HK Equity,595,Hong Kong,HKD,BBG000C4HXB4,6058724,KYG0672U1114,,0.405000,730140.000000,368.008637,18,1813,181311,,Common Stock,2000,,
596 HK Equity,596,Hong Kong,HKD,BBG000M118F7,BGLP953,KYG4820C1309,,2.890000,606450.000000,3291.480913,18,1812,181210,18121013,Common Stock,2000,,
598 HK Equity,598,Hong Kong,HKD,BBG000BJSVL3,6579010,CNE1000004F1,,3.860000,6097936.000000,8279.263820,16,1617,161715,16171511,Common Stock,1000,,
599 HK Equity,599,Hong Kong,HKD,BBG000BFHC71,6241494,KYG2917V1023,,0.580000,51832.100000,348.348000,11,1119,111913,11191312,Common Stock,4000,,
59 HK Equity,59,Hong Kong,HKD,BBG000BGNY47,B0FQN92,BMG8220B1054,,5.540000,3013834.000000,14586.398877,14,1415,141510,,Common Stock,2000,,
5 HK Equity,5,Hong Kong,HKD,BBG000BQ9HJ2,6158163,GB0005405286,,74.750000,15308550.000000,1491259.468962,14,1411,141110,,Common Stock,400,,
600 HK Equity,600,Hong Kong,HKD,BBG000BXCV66,6256658,KYG2112P1081,,0.044000,651200.000000,187.876062,14,1415,141510,14151014,Common Stock,2000,,
601 HK Equity,601,Hong Kong,HKD,BBG000BF3MG4,BFZ4JT3,,,0.470000,4533200.000000,3089.963327,17,1714,171412,17141212,Common Stock,10000,,
602 HK Equity,602,Hong Kong,HKD,BBG000BZZMW7,B1XCRM0,KYG7395Y1061,,0.310000,1211375.000000,321.625001,11,1120,112013,,Common Stock,2500,,
6030 HK Equity,6030,Hong Kong,HKD,BBG001MM1RL0,B6SPB49,CNE1000016V2,,15.720000,13604470.000000,35815.311444,14,1413,141310,14131011,Common Stock,500,,
6033 HK Equity,6033,Hong Kong,HKD,BBG006KC7HR3,BYM1042,KYG8741M1197,,2.650000,90250.000000,1069.945450,10,1011,101110,10111010,Common Stock,1000,,
6036 HK Equity,6036,Hong Kong,HKD,BBG00K6F1KS9,BF4TQ65,KYG047181055,,0.485000,5384800.000000,485.000000,18,1810,181013,18101311,Common Stock,5000,,
6038 HK Equity,6038,Hong Kong,HKD,BBG00GST7SM7,BYTP6M7,KYG345141025,,0.360000,2795000.000000,360.000000,16,1615,161511,,Common Stock,10000,,
603 HK Equity,603,Hong Kong,HKD,BBG000BXG7P4,B0703Z8,BMG2155W1010,,0.610000,1662061.000000,3561.865539,19,1910,191012,19101211,Common Stock,20000,,
604 HK Equity,604,Hong Kong,HKD,BBG000BQZ741,6535261,HK0604011236,,2.820000,7689889.000000,22725.322452,14,1415,141510,,Common Stock,2000,,
605 HK Equity,605,Hong Kong,HKD,BBG000BDQPF8,6480338,HK0605002077,,0.610000,393800.000000,2623.002042,14,1412,141212,14121214,Common Stock,2000,,
6060 HK Equity,6060,Hong Kong,HKD,BBG00HP95GP7,BYZQ099,CNE100002QY7,,38.950000,1292889.000000,18299.212455,14,1414,141411,,Common Stock,100,,
6066 HK Equity,6066,Hong Kong,HKD,BBG00FFCR1W6,BDFF8H3,CNE100002B89,,5.550000,1199386.000000,6998.681879,14,1410,141013,,Common Stock,500,,
6068 HK Equity,6068,Hong Kong,HKD,BBG00FQY9B63,BDQZ7T7,KYG972281037,,7.150000,4583350.000000,14607.121100,11,1115,111511,,Common Stock,2000,,
